Arabic Reviews,polarity
مناسب للفءه السعريه  ,0.0
10 10 اصليه  ,0.0
المنتج راءع لكن طريقه التسليم سيءه حيث ان المندوب يقف في مكان بعيد ويجبرنا الذهاب  ,0.0
الجوده اقل من السعر المعروض  ,0.0
المنتج اصلي وضمان الوكيل  ,0.0
سعر مميز وتوصيل سريع  ,0.0
الجوال كامل الاوصاف  ,0.0
التنقل بين القنوات او في القواءم في التلفزيون بطيء بشكل بسيط بس ملحوظ  ,0.0
ما اقول مافي سلبيات اكذب لكن اشياء بسيطه ما تاثر  ,0.0
منتج جميل وانصح بشراءه نظرا لسعره الراءع وجودته العاليه في التصنيع وتغليفه الممتاز                    ,0.0
ممتاز سعر ممتاز تغليف ممتاز سرعه توصيل  ,0.0
جيد وسعر ممتاز بالنسبه للسعر السوق  ,0.0
الموبايل في قمه سوء لا انصح به تماما الموبايل فيه بصمه وكانه مفيهوش بصمه لا تعمل بشكل جيد اطلاقا  ,0.0
تقييم ايجابي  ,0.0
ممتاز جدا وشكل انيق  ,0.0
لايوجد سلبياتسلبيات  ,0.0
جهاز روعه وكله ايجابيات بس عيبه كبر حجمه فقط  ,0.0
يغطي علي سينسور غلق الشاشه اثناء المكالمات مما يءدي عمل التاتش اثناء المكالمه وفتح التطبيقات واشياء اخري عشواءي  ,0.0
ميوصلش الصور كويس  ,0.0
جيد جدا من سامسونج الصراحه وسعره معقول  ,0.0
راءع وانصح به وخدمه التوصيل اكثر من راءعه  ,0.0
جميل وثمنه مناسب  ,0.0
اشتريت الجهاز في عروض الجمعه البيضاء بسعر خرافي    شكرا سوق  ,0.0
ممتاز خدته بسعر اقل من السوق التوصيل كان سريع جدا شكرا لكم  ,0.0
حجم وزن ممتاز للاستخدام اليومي  ,0.0
المنتج جيد جدا وخامه ممتازه بالاضافه لسعره المتميز  ,0.0
بطء جدا وغير فعال  ,0.0
حواف قليله واستحواز جيد للشاش  ,0.0
جهاز ممتاز وماعليه كلام ووصل قبل موعده اشكر سوق كوم علي سرعه استجابتهم  ,0.0
جهاز ممتاز من كل النواحي  ,0.0
ممتاز جوده خامات شكل اصلي  ,0.0
السلعه جيده جدا  ,0.0
ضعيف مقاسات غير مناسبه خامه رديءه  ,0.0
كل شيء تمام مءه علي مءه  ,0.0
اللاصق ضعيف  ,0.0
منتج راءع جدا وخدمه توصيل جيده جدا وخدمه عملاء ممتازه  ,0.0
انصح بها لمحبين سامسونج  ,0.0
سعر طيب وجوده لا باس بها  ,0.0
جيد بالنسبه للسعر  ,0.0
الشاشه كبيره وهذه تناسبني لضعف البصر الكاميرات احدث  ,0.0
سعره جميل ومناسب وبضاعه اصليه ونسخه ٢٠١٧ الجديده من ماك بوك اير  انصح باقتناءها للي حابين يخوضون بنظام الماك  والافضل بوجهه نظري للطلاب   مميزاته  ١  بطاريه الافضل   ٢  نظام توزيع الصوت عالي وجمميل ونقي ٣  خفيف وعملي ويتحمل الصدمات نسبيا ٤  طابع اجهزه ماك الكلاسيكي ٥  السعررررر سلبياته   ١ جوده الشاشه نسبيا ضعيفه ٢  يفتقر مدخل HDMI مدخل انترنت  ,0.0
نفس الوصف وكل شي اوكي  ,0.0
ممتاز بس ينقصه الهاند فري الاصلي  ,0.0
سرعه التوصيل خدمه ممتازه حدا  ,0.0
منتج اصلي من ابل سرعه في التوصيل منافذ USB C   DHMI   USB  ,0.0
عمليه الشراء تمت بسهوله والتوصيل كان اسرع من المتوقع  ,0.0
ممتاز وشحن سريع  ,0.0
ذات جوده راءعه  ,0.0
جوده سيءه بيتجرح ويتكسر بسهوله خامه رديءه  ,0.0
المنتج راءع لا يوجد عيب فيه  ,0.0
التوصيل سريع واقل سعر  ,0.0
لا اجد  ,0.0
سهوله تجمع الغبار عليه  ,0.0
السعر مناسب  ,0.0
تمام وكما متوقع  ولكن الشحن اخذ وقت اكثر من المحدد  ,0.0
الخامه ممتازه جدا   زوايا الغطاء اعلي من الشاشه بالتالي حمايه جيده للشاشه   السعر منخفض جدا مقارنه بالمحلات التجاريه   الغطاء انيق مناسب للجوال   التغليق ممتاز   شكرا للباءع لسوق كوم   انصح بالشراء من الباءع msmstore  ,0.0
نسخ الملفات عليها سريع  ,0.0
خالي من بعض النغمات  ,0.0
ممتاز وحجم ذاكرته ممتاز  ,0.0
سعر ممتاز   لون رمادي جميل  ,0.0
اكيد منتج راءع حد بيقول تعليق سلبي اكيد مش جرب التليفون او مره يستعمل iphone ومش بيستخدم امكانتياته كامله  انصح باللون الابيض  انا اشتريت الاسود   ,0.0
وصل قبل الموعد ومواصفاته مظبوطه  ,0.0
راءعه يكفي من سامسونج وبالتعاون مع AKG  ,0.0
التليفون ممتاز جدا جدا جدا  ,0.0
جيده جدااا  ,0.0
مناسب سعره جدا  ,0.0
سعره مقبول  ,0.0
سيءه جدا جدا  ,0.0
سرعه في التوصيل ولا احلا شكرا  ,0.0
شحن الجهاز يحتاج وقت طويل  ,0.0
جيد من كل النواحي  ,0.0
وصوله في موعده والهاتف رووووعه  ,0.0
لا يحتاج screen protector  ,0.0
البطاريه ممتاز  ,0.0
جيد جدا بالنسبه لسعره  ,0.0
نوعيه ضعيفه  ,0.0
عشان المنتج معجبنييش  ,0.0
الهاتف فوق الممتاز  ,0.0
لايوجد طبعا  ,0.0
المنتج حلو ويركب علي الجهاز ومتناسق جدا  ,0.0
سريع وبطاريه قويه وامكانياته عاليه  ,0.0
بعد الاستخدام للامانه الجهاز جدا ممتاز وسعره مناسب ولايوجد به سلبيات  ,0.0
ممتاز اصلي قوي 2 متر  ,0.0
جميل وسعر مناسب  ,0.0
ممتازه وكما في الوصف انصح بها جدا وسهله الاستخدام بالاضافه سرعه التوصيل                           ,0.0
كما الوصف  ,0.0
الجهاز مواصفاته راءعه وسريع جدا  ,0.0
يوفر حمايه جيده للشاشه والظهر      ,0.0
شكله انيق جدا والسعر مناسب جدا  ,0.0
جيد جدا شكرا  ,0.0
ممتاز الجهاز وتوصيل الطلب سريع خلال 24 ساعه   شكرا لك  ,0.0
خامته حلوه سعره ممتاز  ,0.0
ثقيل وكبير الحجم بالنسبه لحجم13000امبير والسلك اللي معاه قصير جدا  ,0.0
منتج اصلي بسعر راءع والتوصيل في وقت قياسي  ,0.0
ممتاز كما مذكور عن المنتج  ,0.0
جرح الهاتف من من الحروف جوده سيءه جدا  ,0.0
ممتازه سعرها مناسب  ,0.0
السلعه حسب المواصفات المطلوبه   ,0.0
راءع  ,0.0
انصحكم فيه اتوقع افضل جوال شكلا وحجما ناحيه التصوير وسعر مناسب جداا منافس لجوالات عام 2017 انا استخدم ايفون ولكن اشوف هالعام جوال جالكسي اس 8 منافس كبيير  ,0.0
سرعه التوصيل جدا مع مصداقيه السلع المباعه بصراحه حاجه جميله جدا  ,0.0
جهاز جميل وتم استلامه في وقت قياسي  ,0.0
جميل وروعه  ,0.0
جهاز كويس وشكله انيق وسعره كويس بالنسبه لامكانياته  ,0.0
كبقيه الاسكرينات فهي سهله الكسر من الاحراف  ,0.0
الكابل بجوده عاليه وسريع جداا في الشحن  ,0.0
حلو وانيق  ,0.0
جهاز تقني  ,0.0
تمام     ممتاز ممتاز     ,0.0
الساعه مناسبه جدا للذين يضيعون اجهزتهم باستمرار بالاضافه يمكن استعمالها بسهوله اثناء القياده  ,0.0
جراب راءع جدا     ,0.0
ممتازه كما بالوصف  ,0.0
جيد ومناسب  ,0.0
جميل وعصري وسهل الاستعمال  ,0.0
جراب قوي جدا  ,0.0
مبتغطيش ابعاد الشاشه مظبوط  ,0.0
الجوال ممتاز  ,0.0
كابل جيد  ,0.0
هواوي شركه اثبتت وجودها في السوق العالمي مءخرا بمنتجات عصريه مواكبه الاجيال الجديده في التكنلوجيا وسعر في متناول الجميع  ,0.0
جيده كما في الوصف  ,0.0
ممتاز جدا وتوصيل باسرع مايكون شكرا سوق  كوم  ,0.0
انصح بستخدمه  ,0.0
جيد جدا وعملي  ,0.0
ممتاز جدا وشغال معايه له اكثر من سنه  ,0.0
مستوي عال  ,0.0
امكانيات ممتازه مقارنه لسعرها  ,0.0
جميل جدا اعجبني  ,0.0
شكرا سوق علي امانتكم الجوال اصلي وجديد التشييك بموقع ابل والجوال ضمان الوكيل سنتين سرعه التوصيل وبشاشه المندوب الله يجزاه خير حكون عميلكم دايما لصدقكم وامانتكم بارك الله فيكم  ,0.0
الضمان   اللون   شريحتين   التصميم   سرعه توصيل المنتج  ,0.0
جميله بس الرسيفر غبي  ,0.0
جيد بالنسبه لسعره الشاشه حجمها رءيتها ممتازه للاطفال حجم وزن التابلت مناسبين للاطفال يصلح لالعاب الاطفال  ,0.0
مناسب جدا منتج ممتاز سعر مميز  ,0.0
موبايل جميل جدا مقارنه بسعره  ,0.0
المنتج ممتاز وسوق تستحق كل التقدير والاحترام  ,0.0
افضل سعر وجدته بالاسواق  ,0.0
جوده رديءه  ,0.0
ممتاز جدا بس لو انت راعي ايفون رح تاخذ وقت مابال تتعود  ,0.0
راضي تمام عن اسلوب التعامل مع الزبون  ,0.0
جيد ولكن يتغير لونه مع الوقت  ,0.0
شحن سريع منتج راءع  ,0.0
التغليف ممتاز  ,0.0
جهاز ممتع  ,0.0
لبس بالجوده المطلوبه  ,0.0
اليوتيوب لايشتغل تلقاءي  ,0.0
لا يحمي الجهاز من الامام اطراف الكفر ليست عاليه لتحمي الجهاز في حاله وضعه الشاشه لاسفل البصمات تظهر بسهوله  ,0.0
نوعا ما  ,0.0
ممتازه مختلفه قليلا عن الصور بس اتفاجءت بوجود زرار بلوتوث علي الرغم من ذكر مش معاه زرار    مفاجاه ممتازه جدا   خامه جيده جدا محمل بس طويل حتي مقفول  ,0.0
جالس اتكلم منه وطبعا ممتاز وقارنته بالاسعار التانيه وده كان الانسب  ,0.0
انصح بالشراء بقوه  ,0.0
مايشحن تمام مدري ليه اتمني يكون له حل  ,0.0
السعر جيد لكن تنزيل السعر بعد الشراء بيوم  ,0.0
   ممتازه شكرا سوق كوم  ,0.0
غير متوقع  ,0.0
سلعه جيده  ,0.0
ناس زي الفل الصراحه جهاز ظرف جدا  ,0.0
جيد لحمايه السماعه من  الاوساخ والاتربه   ,0.0
شكرا سوق وشكرا للباءع  ,0.0
ممتاز  دقه في التقنيه الحديثه  الكاميرا راءعه في صورها   ممتاز في سعره وبهذه التقنيه  شراءه من سوق كوم  استلمته قبل الميعاد 3ايام  ,0.0
كل شي حلو  ,0.0
السلعه جيده جدا  ,0.0
جهاز ممتاز رهيب في المواصفات  ,0.0
شكرا تسليم في الوقت المناسب  ,0.0
اشكر الباءع المنتج راءع والتوصيل بالوقت  ,0.0
المنتج ممتاز  جودته عاليه يستحق تقييم مرتفع  ,0.0
راءع جوده عاليه  ,0.0
راءع بس غالي  ,0.0
جميييييل جدا اخذته هديه واللي عطيته جدا راضي  ,0.0
كويس في المجمل بس تقيل شويه في البيع من حيث مش متسوق ليه في مصر كويس كان المفروض الجهاز ده ياخد حقه في مصر اكتر من كده شويا  ,0.0
يصور المكان بالكامل  ,0.0
ممتاز جراب وحافظه ممتازه  ,0.0
جوده المنتج مذهله بالنسبه للسعر والشركه المصنعه  ,0.0
نظام الجوال حلو يعني مطور شويه لكن ارساله ضعيف ويكاد يكون معدوم  ,0.0
لزج جدا مثل المخمل يخدش بسهوله  ,0.0
منتج جميل وجوده راءعه وتركب علي الاصدار الثالث  ,0.0
جوال اصلي وسعر مميز وتوصيل سريع  ,0.0
جوال ممتاز وسعره مناسب وانصح بشراءه  ,0.0
اوصي صديق  ,0.0
غير عملي ولا ينفع ومنتج قديم  ,0.0
السعر والخامه راءعه  ,0.0
صغير وانتيكه  بلاستيك نضيف واغلاق محكم  ينفع للسناكس في شنطه صغيره  لاصحاب الدايت والاكل المخصوص  ممكنيتحط في لانش بوكس اكبر للاطفال  ,0.0
شكله جميل خامه محترمه  ,0.0
لا يوجد حسب وجهه نظري  ,0.0
سعر جيد   تطابق مع متطلباتي    ,0.0
اكثر من ممتاز  ,0.0
جيده ولكن ليس الافضل  ,0.0
العرض ليس بكامل الشاشه والطول ازيد قليلا  ,0.0
ممتاز والله  ,0.0
منتج ممتاز جدا وسعر راءع    انصح الجميع بالتعامل معه وتشجيعه علي اخلاصه في احترام الزباءن والله ما اعرفه بس شريت منه جهازين راءعين  ,0.0
جيد ولاكن غالي جدا جدا جدا لا تجعلونه غالي لان قليل من الناس سوف يشترونه وشكرا جزيلا انني احب جدا سوق دوت كوم  ,0.0
ممتاز كما في الوصف وقوي بصراحه اشكر الباءع في مصداقيته  ,0.0
لسه بقلب فيه ربنا يسترها  ,0.0
   received in good condition and well in time  ,0.0
جمييل والتوصيل سريع  ,0.0
راض تمام  ,0.0
انصح بها لشحن ساعه ابل وسماعه ابل والجوال في ان واحد تجربتها من موقع اخررررررر وانصح بها للجميع بدون تعب الاسلاك قاعده شحن لجميع منتجات ابل شكرررا لكم  ,0.0
من اقوي الاجهزه العام تصميم فريد وانيق والباءع ما شالله عليه استجاب للطلب بشكل سريع جدا وتم استلام الشحنه خلال يومين  ,0.0
مناسب بالنسبه للسعر  ,0.0
متواكب مع العصر الاكتروني والتكنولوجيا  ,0.0
خدمه ممتاذه بارك الله فيكم والموبايل راءع  ,0.0
خامه جيده وسينسور  ,0.0
السلعه غاليه جدا  ,0.0
السلعه ممتازه ووصلت جديده  ,0.0
لم اكن اعرف ان اللون الابيض الافضل الا بعد التجربه لون مميز جدا شكرا للتاجر علي احترامه المنتج افضل باءع    ,0.0
جراب لون ممتاز وخامه ممتازه  ,0.0
موبايل جميل وسرعه الشحن شكرا سوق  ,0.0
لا انصح بها سيءه للغايه  ,0.0
غير محكمه    فالاتربه تصل شاشه الموبايل من الحواف  ,0.0
المنتج سمكه صغير للغايه وكما في الوصف  ,0.0
المنتج كويس جدا  ,0.0
يحجب اطراف الشاشه  ,0.0
جهاز معروف  ,0.0
ممتاز                 ,0.0
لا يمكن استخدام الانترنت وتنزيل البرنامج  ,0.0
غير صافيه    ,0.0
حجمه كبيييييير جدااااااااا  ,0.0
ممتاز وعملي في الاتصالات  ,0.0
مش مظبوط بس ماشي حاله  ,0.0
المنتج جيد بالنسبه لفءته السعريه  الشكل الخارجي الملمس المعدني يعطي ايحاء بالقيمه  لو توفرت به خاصيه الشحن السريع يكون افضل   ,0.0
جهاز ١٠٠   ,0.0
ممتاز وانصح بها  ,0.0
يستحق الشراء سعر مناسب ومواصفات وامكانيات حلوه  ,0.0
جيده جدا وحسب الوصف والتوصيل سريع  ,0.0
بدون سماعات  ,0.0
منتجات ممتازه  ,0.0
اكثر من راااااءع  ,0.0
هاتف اكثر من راءع  ,0.0
راءع جدا ووصل الموعد بدون تاخر عند بيتي  ,0.0
شكرا للقاءمين علي السوق سرعه توصيل والهاتف راءع  ,0.0
جوده رديءه شحن بطيء جدا ولم تكمل اسبوع  ,0.0
نوعيه ممتازه انصح بشراءها  ,0.0
ممتاز جدا اداء راءع وبطاريه جباااره  ,0.0
المنتج كويس وقت التسليم ممتاز  ,0.0
مناسب علي قدر سعره  ,0.0
بالامانه راءع وخفيف والسعر حلو  ,0.0
جوال ممتاز جدا مواصفات واداء  ,0.0
جهاز يعتمد عليه جوده عاليه  ,0.0
حلو جدا جدا  ,0.0
جهاز راءع بسعر مناسب وفتره التوصيل قبل الميعاد تستاهلو الشكر  ,0.0
ممتاز يغنيك عن وصله غاليه للhdtv    ,0.0
لا انصح به  ,0.0
هوا حلو بس مشكلته الوحيده بيلم وساخه  ,0.0
ممتاز وعملي وامكانياته عاليه انصح به  ,0.0
الجهاز جميل جدا ومطابق ماذكر في الاعلان  ,0.0
معقول بالنسبه لسعره  ,0.0
بلاستيك مط تقيل  ,0.0
الجوال ممتاز كما في الوصف وسعر مناسب  ,0.0
وااااو وربي رهيييييب انصح فيه بدون تردد   وطبعا منفذ الشاحن type c شيء جبار للشحن السريع     شراءه لايفون اكس اس ماكس  ,0.0
شخص يريد شراء الجوال انبهه لا توجد هديه مع الجوال   وافضل له يشتريه من الامارات    ,0.0
سيء  لا يعطي حمايه للشاشه  سهل الفتح وانزلاق الموبايل منه  بالاضافه سمكه وعدم القدره علي التحكم في الازرار الجانبيه للموبايل  ,0.0
جيده جدا للاستماع للموسيقي المكالمات تعمل علي الايباد  ,0.0
صاخبه الحاجه لحوح فالانسان يريد السرعه والسهوله  ,0.0
منتج راءع وعملي للغايه  ,0.0
منتج ممتاز وجوده عاليه  ,0.0
هاتف غني عن التعريف وسعره مناسب مقارنه بالاسواق اشكر الباءع علي السرعه المصداقيه  ,0.0
شاحن بطيء   وسريع الخراب  ,0.0
لا انصح بشراء المنتج  ,0.0
وصل وجميل جداااااااا شكرا لكم  ,0.0
ساعه طيبه وممتازه كما تعودنا من هواوي  ,0.0
ضعيفه نسبيا بس بتقضي الغرض  ,0.0
معقوله علي حسب سعرها  ,0.0
المنتج غير مناسب للموديل المكتوب في الاعلان  ,0.0
مواصفات عاليه وسعر جيد  ,0.0
منتج يستحق الاقتناء وسعر مناسب ولون شيك المنتج نفس المعروض ودا بيعطي مصداقيه اتمني لو كل الباءعين يعملوا كدا  ,0.0
جهاز حجمه جيد واستخدامه سلس لمن يبحثون علي جهاز سهل وضعه في الجيب  ,0.0
خراااافي جدا جدا  ,0.0
جوده التصوير سيءه  ,0.0
السعر مرتفع قليلا سعره في بنده 719  ,0.0
الجهاز جميل والتوصيل سريع  ,0.0
انصحكم فيه  ,0.0
منتج جميل وسرعه التوصيل  ,0.0
شاحن عالي الجوده  ,0.0
فعلا سماعه ممتازه بصوت جيد جدا مايك اكثر من راءع مع سعر اقل من امكانيتها الراءعه  ,0.0
جوده ممتازه مقارنه السعر     انصح به  ,0.0
توصيل سريع وجهاز جبار  ,0.0
جهاز راءع وسريع والتوصيل ممتاز  ,0.0
المنتج راءع وبكامل المواصفات  ,0.0
بلاستيك ردي  ,0.0
الخامه كويسه  ,0.0
المنتج اصلي وجميل جدا وانصح بشراءه  ,0.0
اصليه وتشحن لاسلكي  ,0.0
مش مكفي الشاشه في حتت في الشاشه بينه  ,0.0
جيد جدا والجوده ممتازه  ,0.0
والله معي ابن اخي بس بيقول ممتاز علشان الحق بس  ,0.0
ممتاز وحمايه مناسبه  ,0.0
لا يحمي الشاشه باكملها بشكل جيد لموبيل السامسونج S8 PLUS  ,0.0
يجنن والسعر ارخص من المواقع الواجد  ,0.0
عدم وجود منفذ سماعات 3 5 ملم لكن البطاريه خارقه والشاحن خرافيم  ,0.0
المنتج ممتاز ولا يوجد به عيوب يحافظ علي الهاتف وشاشه الهاتف من الخدوش والتحطم عند الوقوع  ,0.0
امكانيات جيده مقارنه بالسعر يتفوق كثيرا علي الانواع الاخري بنفس السعر  ,0.0
نوعا ما قويه  ,0.0
مره يشحن ببط شديد ومره مايشغل وضعيف السلك  ,0.0
استفت منه جدا  ,0.0
ارخص سعر من المحلات شكرا سوق كوم  ,0.0
انا لا اتخلي عن سامسونج  ,0.0
خساره فلوسها اعتقد في منتجات تانيه قد افضل فالخامات  ,0.0
جيد جدا وسعرها راءع ومطابقه تمام للاستخدام وخامه ممتازه ومتينه وتساعد فعلا علي الحمايه ومظهر انيق وجميل وانصح بها عن تجربه  ,0.0
جيد وممتاز والشحن سريع جدا  ,0.0
جيد جدا بس الحجم كبير والوزن ثقيل حبذا لو كان خفيف الوزن  ,0.0
سرعه التوصيل  ,0.0
للاسف الرءيه غير واضحه وقاعده التثبيت غير عمليه  ,0.0
اصليه 100   ,0.0
عدسه عين السمكه جيده وسعر المنتج راءع  ,0.0
تعمل بالشكل المطلوب ولكن يوجد تغيير بسيط في الالوان  ,0.0
الحساسيه اللمس ممتازه   سعرها مناسب  ,0.0
مطابق جدا مع الموبايل انصح بشراءه شكرا سوق كوم  ,0.0
خدمه ممتازه ومنتج ممتاز  ,0.0
حلوه جدا  ,0.0
جيد جدا وسعره مناسب  ,0.0
سء جدا التوصيل اتاخر اكتر من اسبوع والسكرينه اتكسرت بعدها باسبوع من خبطه بسيطه في التليفون  ,0.0
الجهاز ممتاز واخذته بسعر مناسب جدا في ايام الجمعه البيضاء  يعتبر سريع الاستجابه خاصه فيما يتعلق بفتح الجهاز ببصمه الوجه حتي في الظلام  لكن عيبه الوحيد بالنسبه لشخص كان يملك ايفون 6  ثقل وزنه قليلا وسمكه  لكن لان الجهاز متطور ويحمل مواصفات عاليه  ,0.0
انصح به وبقوه  ,0.0
خلال شهر بيعلق وماكان يثبت مكانه تفرده يرجع يام  ,0.0
جوال ممتاز بمواصفات عاليه جدا وسعر اكثر من راءع  يتفوق بمواصفاته علي ايفون xr وفرق السعر ٢٠٠٠   ,0.0
موبايل كويس جدا خصوصا لسعره  ,0.0
موبيل راءع بس مشكلته مكان السماعه الخارجيه  ,0.0
حسب المطلوب وتحت التجربه  ,0.0
خامه رديءه جدا  ,0.0
كويس جداا وصل تمم بس سعره غالي شويه  ,0.0
جوده عاليه   ,0.0
منتج كنت ابحث ووجدته بسعر مناسب  ,0.0
حلوه ورخيصه  ,0.0
جميل  مغناطيس قوي  سهل التركيب  ,0.0
جميل ويحمي الجهاز  ,0.0
منتج جيد ولن من غير اسكرينه   واجهه الموبايل فاضيه افضي كون بسكرينه للشاشه  ,0.0
المنتج جيد لا غبار عليه العيب   خفيف الوزن نحيف ممكن يستحمل الصدمات الخفيفه فقط ليس الثقيله  ,0.0
خراافي ما فيلو ولا غلطه  ,0.0
احيانا البصمه  ,0.0
راءع جدا  ,0.0
المنتج ممتاز  ,0.0
ضعيفه يتم كسرها بسهوله تامه  ,0.0
منتج جيد حمايه كامله  ,0.0
الجهاز غالي بالفاضي لا جديد فقط الكاميرا لمن يهمه الامر  ,0.0
المنتج اصلي وتم تشييكه من قبل موقع ابل شكرا الباءع  ,0.0
اصغر بكتير من اللي كنت متخيله   العلبه كلها بحجم كراسه مدرسيه او كتاب صغير    ,0.0
بصراحه كنت شاكك في المنتج لما جه لقيته راءع راءع والتوصيل جيد  ,0.0
عادي جدا  ,0.0
الكابل الاصلي لا يثبت عند توصيله البور بانك  ,0.0
الشاشه جيده بس بتبصم وتشبر  ,0.0
متقله الجهاز جدااا  ,0.0
ممتاز جميل جدا طبيعي طعمه مستساغ مش لاذع نسبه الحموضه قليله انصح به جداااا تجربه ممتازه  جدا سعره كويس جداا انصح به بشده  ,0.0
غالي الثمن بالنسبه للخامه  ,0.0
ممتاز جد  ,0.0
جيد جدا ممتاز في النت وسريع في لعبه وسريع في التحميل  ,0.0
الشاشه مناسبه وتركيبها سهل    خفيفه وتحمي الجهاز  ,0.0
جوال راءع شكر سوق علي روعه الخدمه  ,0.0
القاعده مبتلزقش كويس وضعيفه للاسف  ,0.0
يتمتع المنتج بتصميم عصري جديد ويتحمل الصدمات اليوميه يتعرض اجهزه التليفونات  فضلا عن جودته واناقته اللافته للانتباه   ,0.0
نفس مدخل الشاحن نفسها لسماعه  ,0.0
غطاء ابل الاصلي  ,0.0
سيءه للغايه مابها زر التحكم في التقاط الصوره  ,0.0
جميل جدا لن تندم علي شراءه ابدا  ,0.0
عملي جدا   دقه الكاميرا عاليه والتصوير راءع افضل جوال امتلكته حتي لا توجد سلبيات انصح به  ,0.0
كل شيء في غايه الروعه  ,0.0
سء جدا ومحدش يشتريها    اتفكت لوحدها بعد ٥ قاءق وباظت    فعلا سيءه جدا جدا    لا انصح بشراءها               ,0.0
تماما راضي  ,0.0
اخترته لان عندي سماعه الايفون4 ومع المنتج استخدمها للايفون7 تنقل الصوت ممتاز وتشحن في نفس الوقت العيب الوحيد قصير  ,0.0
روعه اعجبتني مره اخذت واحد  ,0.0
كفر ممتاز جدا جدا شكرا شركه سوق  ,0.0
خلي الجهاز اسرع بكتير من الاول  ,0.0
خامه جيده وخفيفه  ,0.0
المنتج يفوق الخيال جميل جدا احب هاذا المنتج  ,0.0
منتج ممتاز وجوده  ,0.0
السعر مناسب جدا طبعا امكانيات الجها غنيه عن التعريف  ,0.0
0oor quality  it doesn t fit the mobile screen  ,0.0
البطاريه السماعات  ,0.0
جمييل بس ثقيل وزنه  ,0.0
جهاز جميل وراءع لاكن مشكلته السعر غالي  ,0.0
كنت متوقع منه جوده ضعيفه ولكن انبهرت بمستوي جوده المنتج والاداء الممتاز   يعرض الصوره علي شاشه تليفيزيون 40 بوصه بجوده 1080 بمنتهي الجوده والصفاء    بصراحه انصح به جدا وسعره جيد جدا جدا  ,0.0
تهشمت وانا بنزع الاستيكر  ,0.0
غير واضحه عدسه كاميرا الجوال افضل اوضح لا انصح بشراءها  ,0.0
انا المنتج حق جالكسي s10 اعطوني حق جالكسيs10  ,0.0
تاجر راءع والتغليف فوق الممتاز شكرا  ,0.0
ممتاز جدا وجوده عاليه  ,0.0
قيمه مقابل امكانيات  ,0.0
موبيل ممتاز في الاستخدام وسريع في النت وسعه تخذين كبيره يعيبه غطاء خلفي رديء يخدش بسهوله  ,0.0
بصمه الوجه لا تعمل بسرعه  ,0.0
خفيفه السلك ملبس مو بلاستيك  ,0.0
لقد اشتريت الكفر كان شكله جميل يحمي بشكل جيد لكني احتاج تنظيف ظهر الهاتف اسبوعيا بحيث يدخل اوساخ من الكفر ظهر الهاتف تستقر هناك  ,0.0
حلو جدا ضد الصدمات  ,0.0
ممتاااااااااااااز مقارنه بسعره واشتريت منه الكثير ومختلف الالوان بس الشاشه تيجي معاه كلام ما لازمه  ,0.0
جوده عاليه جدا ولا يختلف عن الاصلي  ,0.0
جوده ممتازه وسعر كويس والسلعه مطابقه للصوره والمعروضه  ,0.0
نفس الايجابيات  ,0.0
جهاز ممتاز والشحنه وصلت قبل الموعد المحدد  ,0.0
كارت ميموري اصلي انصح بشراءه   ,0.0
مقاسه غير مقاس الشاشه الفعليه بالضبط  ,0.0
لان وصلني بكامل المواصفات اخترت وفي الوقت المناسب  ,0.0
انصح بيه لان خامته ممتازه شيك جدا مناسب جدا للموبيل التوصيل سريع سعره رخيص طبعا مقارنه بالكوالتي  ,0.0
انصح بالمنتج   وانصح بالشراء عن طريق سوق كوم   وبالذات لاجهزه الجوالات    الاسعار تعتبر الافضل داءما     ,0.0
المستخدم ممتاز  ,0.0
شكرا منتج ممتاز بس اسكرينت السفن انكسرت مفيش وحده بدلها شكرا علي التغليف سرعه شحن المنتج  ,0.0
انصح شخص يبي جوال زين يتجه لسامسونج نوت9 او s9 او هواوي ميت 20 برو افضل له وشركات تقدم الجديد بستمرار  ,0.0
جهاز روعه انصح به  ,0.0
لاتوجد سلبيات  ,0.0
ده موبايل حلو جداا وممتاز وانصح بيه  ,0.0
المنتج جيد والسعر مناسب ولكن الرام 1جيجا قليله المفروض 1 5 G  ,0.0
غني عن التعريف وجهاز اصلي  ,0.0
ممتاز الخدمه ممتازه  ,0.0
السوار يلتصق فيه شي بسرعه فاءق ليس كجوده الاصلي  ,0.0
منتج مفيد جدا  ,0.0
جوده سيءه  ,0.0
لم اجد سلبيات  ,0.0
لايدعم شريحتين وكارت الميموري معا  ,0.0
موبايل جميل جدا  ,0.0
انصح بشراءه وبقوه  ,0.0
حجمه وشكله  ,0.0
منتج راءع جدا وممتاز  ,0.0
تحفه وعملي وسريع وامكانياته هايله بالنسبه لسعره  ,0.0
حمايه ممتازه  ,0.0
كابل جيد جدا مقابل السعر  ,0.0
ممتاز جدا تنقصه الهدايا  ,0.0
مفتوح السماعه مو الاصليه فيه  ,0.0
والله لو فيه اكثر من ٥ نجوم كان اعطيتكم والله جميله جددددا  ,0.0
جمميل الجهاز  ,0.0
السوفت وير الكاميرا الوزن الخفيف الانترنت  ,0.0
ماانتبهت من دون وصله ثانيه يعني اضطر افصل السماعه لاكنت بشحن  ,0.0
يغطي الجوال بشكل كامل  يعتبر انيق وجميل  ,0.0
المنتج راءع السعره مقبول  ,0.0
