Arabic Reviews,polarity
اشتريت العنصر بناء علي توصيه العديد الملاك الحاليين  ومع عندما وصلت المنزل وحاولت اعداد الجهاز كان الامر محبطا ولم تكن التعليمات الاسءله الشاءعه مفيده للغايه  لم يتمكن الصدي العثور علي ترموستات الخاص ولا يمكنه العثور علي حوالي نصف مصابيح بمجرد ان جادلت وقاتلت مع لمده 45 دقيقه تقريبا بدات اخيرا في التقاط اضواءي وبعد اعاده تكوين منظم الحراره تماما كان بامكانها رءيته لكنها لن تعمل معه  بمجرد ان تجد كل اضواءي تقوم بتشغيلها او ايقاف تشغيلها لكنها لن تغير الالوان او مستويات السطوع  انا ادير شركه برمجيات وعملت مع اجهزه الكمبيوتر طوال حياتي  لا ينبغي ان يكون غريبا  لا اوصي البند  احصل علي  ,0
لا يحتاج سامسونج جلاكسي نوت راي اخر جهاز بكل المعاني اكثر راءع الجوانب  ,1
يعمل بشكل جيد ويسرني الشراء  ساشتري مره اخري   ,1
هاتف ممتاز وسرعه في التوصيل  ,1
جهاز لوحي راءع بسعر راءع حقا  افضل جزء حدث كسر له فقط شراء جزء جديد  ,1
ممتازه وخدمه جيده جدا شكرا سوق كوم  ,1
اشتريت لاستخدامها في اجهزه تحكم 360 360  البطاريات راءعه ولكن مره اخري قد تدوم بطاريتان ليال تموت المجموعه التاليه تضعها في نفس الليله او قد تستمر لمده اسبوع كامل  يبدو ان النتاءج افضل الرايوقراطيين   ,1
انا داءما ابحث عن افضل بطاريات الاكثر مراجعه والاكثر اقتصادا يمكنني العثور عليها لاننا نستخدم الكثير  لقد اشتريت كوستكو جروبون وباءعي التجزءه الاخرين عبر الانترنت البطاريات مءهله لتكون اطول البطاريات واكثرها اقتصادا علي الاطلاق وجدتها حتي بالنظر معروضه للبيع في وقت ما في عيد الشكر وعيد الميلاد  وصلوا اسرع مما كنت اتوقع  100 بطاريه مغلفه بالانكماش في مجموعات كلها معباه بشكل مثالي في صندوق بني صغير ولكن ثقيل  كان دواعي سروري تلقي الصندوق وفتحه  البطاريات نفسها تبدو بسيطه للغايه عامه تقريبا علي الرغم تحمل علامه عليها لكن كان مجرد تجمد علي الطريقه تءدي بها البطاريات  استخدم الكثير الكشافات والمصابيح الاماميه الانخفاض المرتبط بالعمر في حده البصر  استخدم سماعات راس تعمل بنظام للاستماع التلفزيون واجهزه الصوت الاخري  كلها اجهزه عاليه السحب للغايه ولديها الكثير الاستخدام مع الاخذ في الاعتبار ان بطاريات امازون اشتريتها علي الاطلاق فقد راقبتها عن كثب  مقارنه بالبطاريات الاخري اشتريتها ما زالت تبهرني  في السابق اقسمت علي بطاريات كوستكو لكن حتي تركت بطاريات كوستكو في الغبار  في قمت بتغيير بطاريات مره واحده فقط تثبيتها قبل شهر تقريبا  بشكل اكثر شيوعا يجب ان اغيرها كل اسبوع ونصف  لا اعرف ما كان الفرق ان بطاريات امازون اعذب ام لا  لكن الفرق اكثر وضوحا  بناء علي عمليه الشراء يمكنني ان اوصيك بتجربتها علي الاقل  ربما كنت محظوظا في عمليه الشراء  ولكن كلما استخدمتها اكثر اعجبت بها اكثر  ساشتري مره اخري في المستقبل واذا تغير رايي فساقوم بتحديث المراجعه  باستثناء استمتع   ,1
حصلت علي لابنه اخي  تحب  انا سعيد تستمتع به   ,1
يكفي ماركه ديزل وسعرها مناسب جدا جدا وانصح بامتلاكها  ,1
السرير  او المحجر كما يسمي  ممتاز     نوم ولعب بامان خاصه للاطفال الرضع اقل   ,1
بطاريات دقيقه للاستخدام العام   ,1
يقوم الصدي بكل ما يعلن  الاعمال المتعلقه بالالغام تفعل اشياء دون وجود عقبه يواجهها الاخرون  يعمل المنجم في الاضاءه خلال نظام الانذار الخاص في بضع خطوات بسيطه  يعمل بشكل راءع   ,1
السهل جدا اعداد حساب لم يكن لديك لدفع شيء عظيم للاطفال الصغار  مثل الغطاء الواقي الموجود علي الجهاز  ,1
لقد قدمت كهديه سمعت تعمل بشكل جيد للغايه  ,0
شراءها كهديه لا اعرف التفاصيل ولكن الاطفال يحبونها   ,0
متازه جدا وعليه  ,1
ابني يحب  هناك الكثير التطبيقات الملاءمه للاطفال   ,1
عمل راءع مقابل اموال اقل بكثير اسم العلامه التجاريه   ,1
احبه راءع كل الاشياء يمكنك القيام بها  ,1
خفيف الوزن وانيق والسعر ممتاز  ,1
انا بالتاكيد احب اجهزه تدفق النار امازون  ,1
انا استخدم باستمرار لمشاهده الافلام تقريبا استبدلت الحاجه الكبل   ,1
ممتاز اجاني قبل موعد الاستلام ممتاز  ,1
تماما كما يقترحها الامازون للعمل  انا استخدم كل  ,1
اشتريت للوصول البث مثل كان الجهاز سهل الاعداد لطيف وانيق  لقد كان لدي الجهاز لمده شهر ولم يكن لدي مشاكل معه  اشتريت في وبعد باسبوع طرحه للبيع في امازون  تطابق سعر سعر البيع واضيف بطاقتي  خدمه العملاء جيده   ,1
بسرعه فاءقه مقارنه بالعصا  يتم استخدام طوال الوقت ووفرت لي المال   ,1
مريحه حقا في الامساك تبدو الشاشه مقاس بوصات راءعه وتوفر بعض الميزات قد مفيده  كنت تستخدم مسموعا او تحب القراءه بالقرب الماء  بجانب حمام السباحه او في الحمام  فسيكون القارء الالكتروني  لم يكن الامر كذلك فسالتزم فقط بالرحله  كنت قارءا قويا  او للقراء غير الرسميين   ,1
ساعه ابدعت سامسونج في صناعتها  سعرها مبالغ فيه   لكن استلمتها بدون مشاكل او عيوب مصنعيه الاهم  ,1
راءعه  رخيصه وموثوقه   ,1
اشتريتها لابن اخي البالغ العمر  سهل الاستخدام ويحب ابن اخي ان يكون له جهاز لوحي خاص به اخيرا  ,1
الجهاز بصراحه جميل كاميره ممتازه وفيها امكانيات كتيره سريع الاستجابه للاوامر ومش بيهنج بس عيبه الوحيد شريحه واحده  ,1
منتج راءع  لقد اكتشف حفيدي البالغ العمر عامين ونصف كيفيه استخدامه لمشاهده مقاطع الفيديو الخاصه به   ,1
اعتدت علي اوقد النار احبها  لا ضوء للقراءه في الظلام  الصعب التنقل  هديه لن اشتريها بمفردي   ,0
بالضبط ما كنت اتوقعه  ,1
يساعد طالبي الثانوي عندما تحتاج مساعده في الواجبات المنزليه   ,1
قطعه جيده التكنولوجيا فهي لا تتصل بشبكه  ,0
ملمسه خشن جدا  ,0
منتج جيد جدا في المنزل ويسهل استخدامه ويجعل الحياه اسهل قليلا  ,1
بطاريات لاءقه ولكن لا يبدو تدوم طويلا في مجال الالكترونيات  ,0
اشتريت الجهاز اللوحي لاطفالي  راءع وياتي مع ادوات الرقابه الابويه  ساكون في غايه يوصي الكمبيوتر اللوحي   ,1
سهل الاستخدام لديه الكثير الميزات للترفيه عن نفسك وعاءلتك  ,1
راءع جدا لم اندم لحظه واحده علي شراءه  ,1
لا تستمر طالما توقعت منهم  انهم في اجهزه التحكم في عصا النار ويجب علي تغييرها كل شهرين او ثلاثه  ,0
يبدو الامر وكانك تقرا كتابا بطريقه مريحه خفيفه  يسهل حملها  راءعه علي العيون والقراءه ممتعه  ,1
بطاريات راءعه بسعر راءع ما لا يعجبك  ,1
لسبب ما فانهم لا يعملون بشكل جيد مع الماوس اللاسلكي الخاص  يتحرك مءشر الماوس ببطء شديد عند استخدام البطاريات ولكنه يعمل بشكل جيد عند استخدام بطاريات مختلفه  ,0
فقط اولءك لديهم حساب يمكنهم العمل مع الجهاز اللوحي  ,1
اشتريت للسفر  يمكنني الوصول بريدي الالكتروني والكتب والالعاب دون الحاجه حمل الكمبيوتر المحمول  انا متاكد انني ساتعلم المزيد حسب الحاجه   ,1
يفعل ما يقوله  سهل التحضير والاستخدام  بديل راءع للكابل   ,1
جهاز عملي وسعر جيد  ,1
امكانات تناسب السعر  ,1
الحصول علي كل المعلومات في متناول يدي امر سهل للغايه  كنا نبحث داءما عن معلومات علي هواتفنا والان نطلب فقط ربطه في المنزل يجعل الحياه اسهل بكثير  لست مضطرا للنهوض السرير لانني تركت الاضواء في الغرفه الاخري او اضبط درجه الحراره  في منتصف الليل   ,1
يعجب الاباء حقا بمكبر صوت بلوتوث ودليل اعلامي في مسكنهم الصغير  شراء عظيم   ,1
اليكسا كل ما تحتاجه امر صوتي مذهل  تبحث عن العروض او التصفح  ,1
احب كل شيء عن كيندل  انا عضو طويل الامد في  ,1
حسنا طلبي خلال امازون وكل الطاقه وهذه ليست جيده مثل تلك الموجوده في المتجر  ,0
انا احبهم وهم سهل الاستخدام ويحبه ابني  ,1
استمتع بالقدره علي مشاهده كاميرا جرس الباب في الوقت المباشر في الطابق العلوي  ,1
سلعه راءعه  ,0
يعمل بشكل جيد   ,1
تصميم جميل وتغليف راءع  ,1
شراءها المراجعات والبيع  حتي سهل الاستخدام   ,1
شكرااااا  ,0
يريد شيءا لاستخدامه اثناء شحن جهاز سهل الاستخدام   ,1
جميل بس سعات بيهنج والشاشه سعات بتعمل سطور  ,0
السلعه ممتازه وفاخره جدا  ,1
السلبيه اماكن الازرار تحتاج الضغط بقوه حتي تستجيب الازرار  ,0
شراءها مره اخري  ,1
هاتف راءع بمعني الكلمه وسعر منافس جداااا وتوصيل سريع جدا شكرا سوق كوم  ,1
الراءع ان استمع الراديو للحصول علي الاخبار ولكن لم يكن لديك فهذا يعني غبي كطوب   ,0
الموبايل نوفا اكتر ممتاز عن تجربه والشحن كويس والسرعه ممتازه والتوصيل تاني طلب المنتج شكرا سوق  ,1
لا يوجد سلبيه  ,1
ممتاز في ضخه للبخار اسال الباءع عن مدي امكانيه جهاز الايونات للبشره مع الكريمات الخاصهحيث تعحبني كل المنتجات تصدرها العلامه التجاريه  ,1
جهاز لوحي راءع ولكن التطبيقات محدوده مقارنه باجهزه الكمبيوتر اللوحيه الاخري   ,1
افضل الجوالات 2019  ,1
كنت تستطيع الحصول علي اصدارات عاليه الدقه ساختارها ولكن اوقد كاتب كبير  احب كل ضوابط الوالدين   ,0
لم تعجبه سياسه الارجاع علي العنصر  لم استطع شراء تامين عليه في المتجر   ,0
جيد بالنسبه للسعر  جهاز لوحي اساسي للغايه بوظاءف اساسيه  ,0
قيمه عظيمه  عندما يكون لديك اطفال يمرون باطنان الاجهزه الالكترونيه والالعاب فهذه الافضل   ,1
الصندوق راءع  اسرع بكثير معظم الاخرين هناك ولا يمكنك تجاوز السعر   ,1
ملكيه للغايه التطبيقات ابنتي تحبها لم اتمكن تثبيتها عليها لذا كان الامر في الاساس غير ذي قيمه بالنسبه لي واعدتها   ,0
جهاز الثالث ويسعدنا جدا سهوله الاستخدام والميزات تقدمها اقترحت اخي الحصول علي واحد لاطفاله سعيد  في الواقع يستخدمه بنفس القدر او اكثر اطفاله  كنت تتطلع لشراء واحده اقترح شراء حقيبه للمساعده في حمايتها نتوءات او كدمات  لقد فقدت جنرال كيندل الاول لانه اسقاطه بدون قضيه   ,1
منتج ممتاز وسرعه تسليم خرافيه طلبته بالليل جالي تاني الصبح  ,1
اوصي المنتج وتجربه راءعه في المتجر  ,1
استخدمه لمده يومين وتجمدت الشاشه مرات لن يتم تشغيل كان يجب اعاده التشغيل في كل مره واحيانا لن تساعد اعاده التشغيل  الواضح معيب  احضرها متجر للتبادل ولكن خدمه المستهلك لن تحل محلها  طلبت مني ان انظر رف اوقد ولم يكن هناك  قالوا انهم يمكنهم اعطاءي رصيدا المتجر وساصطف في الخروج واطلب واحده جديده  ان حصلت علي خصم خاص كان علي دفع فرق السعر    سخيف  لن يطلبوا بديلا عن منتج معيب ما لم ادفع اكثر    حصلت علي استرداد في النهايه علي الرغم انني احب المنتج خلاف وكنت افضل بكثير التبادل  اعتقد ان المشتريات مع الخصومات ليست محميه   ,0
امن اكتر الدفايات الحراريه سهل النقل لانه علي عجل حلو جدا لتدفءه الحمام علشان الاطفال وامان حتي لو جت عليه مياه فيه ترموستات علشان يفصل لما يوصل لدرجه تدفءه معينه المنتج انجليزي لاكن صناعه صيني وعليه ستيكر برقم الضمان   ,1
سلعه جدا جدا ممتازه كما طلبت تماما  ,1
انا سعيد جدا يمكنني ان اوصي الشكر الجيد رقم واحد  ,1
جيده يمكن استغلال امكانياتها جيدا وتفيد يقضي وقتا طويلا خارج مقر عمله او بيته مثل رجال الاعمال او الصحفيين او المندوبين  ,1
قم بعمل جيد  ,1
الجهاز ممتاز وقوي يوفي بالغرض فيه بعض المميزات الجميله نوكيا غنيه عن التعريف قيمه مناسبه مع الامكانيه الجميله للجهاز  ,1
غير مطابق للوصف  ,0
لا شيء عظيم حقا في  في الاساس مربع لمشاهده امازون عند الطلب  لدي تلفزيون ذكي بالنسبه لي عديم الفاءده   ,0
الامام  ,1
اكثر ممتازه  جميله  عمليه  اصليه  راءعه  ,1
اشتريت فقط علي اساس السعر   ربما خاصه في لست ايجابيا في المرحله  استخدمها في اجهزه التحكم عن بعد وفلاش الكاميرا الخاص وبعض الكشافات  اعتقد تعمل بشكل جيد وتستمر لفتره مناسبه الوقت  كان يبدو قد استهلكت بسرعه فانا افكر فقط في السعر دفعته وليس لدي مشاكل   ,1
جهاز راءع لكل ما تبذلونه البث التلفزيوني والسينماءي كما يمكن الجهاز تشغيل الالعاب الراءعه  ,1
امازون بعمل جيد مع الصندوق  يسمح المصنع بتوصيله واستخدامه او تعديله   ,1
جيده جدا                          وانصح في شراءها ان وجدت     حسب المواصفات ذكرها                                ,1
كان كل شيء راءعا واحبه كثيرا  ,1
رووعه  ,1
هديه راءعه للاطفال  نذهب في اجازه وحراءق الامازون اداه راءعه لتنزيل الالعاب والبحث علي الويب اثناء سفرنا     شكرا  ,1
حجم ولون جميل  كان السهل السيطره عليها  سعداء جدا  ,1
صعوبه تركيبها فيفضل تركيبها في محل اكسسوار موبايلات  ,0
 ,1
حصلت عليها  جاء في اثنتي عشره عبوه مكدسه بدقه في صندوق الورق المقوي المضغوط ومع هناك بطاريتان تتسربان لذا رميت عبوات كامله لان البطاريات الاربع لزجه قليلا     لكن اثنتان تتسرب بالتاكيد الاسفل يجعلني عصبيا لانني اضطررت لاستخدام في بلدي 120 عصام  السبب الوحيد وراء اعطاء التقييم بنجمتين سعر 44 بطاريه  بدلا 48  كان لا يزال صفقه جيده   ,0
لقد سعيده جدا معها  استخدم كنقطه تحكم لنظام الاضاءه الممكن لشبكه واجهزه التحكم في نظام الصوت التليفزيوني الخ  ,1
لون اليوسفي جميله  كان جهاز لوحي يحتوي علي مقبس سماعه اذن سيء لن يتصل المنتج بشبكه بغض النظر عن المكان حاولنا فيه  الاجهزه اللوحيه الاخري تعمل بشكل جيد سنطلب قرصا اخر  ,0
الجمعه السوداء شراء للعاءله  ترفيه جيد للاطفال  ,1
المنتج كما مدرج  راض عن الشراء  ستشتري مره اخري   ,1
يعمل نظام التشغيل الجديد بشكل افضل المتوقع  لا توجد شاشات معلقه وزياده التخزين المءقت يتيح تدفق الفيديو بشكل افضل  اشتريت كبديل لنموذج اقدم كسره ابني سيشتري بالتاكيد مره اخري   ,1
توصيل سريع والساعه جديده ونفس الطلب يعطيك العافيه  ,1
يعجبني المنتج ولكن لدي مشاكل في تشغيله عند شحنه فقط  كما ايقاف تشغيله عده مرات واضطررت اعاده تثبيت اعدادات المصنع مع فقد اغراضي  الكثير الخيارات الجديده لا استخدمها الا ان العديد اصدقاءي يحبونها   ,1
تابلت امازون فاير انش منتج راءع ولا يعمل بشكل راءع  ,1
انا احب الاشياء افضل تكرار حتي  كنت تحب القراءه فلا يوجد شيء افضل  ليست الكتب ارخص فحسب بل يمكنك الحصول علي شيء تريد قراءته علي الفور  كنت تحب السفر فهذا امر لا منه يمكنك احضار العديد الكتب كما تريد  اقوم بحمل حقاءب الظهر طوال الوقت  ولا داعي للقلق بشان اخذ مساحه قيمه في امتعتك   ,1
احبه احصل علي الكثير البرامج  اشار صديق لي بانه موصي به للغايه   ,1
بديهي وسريع  كان لدينا كل لقد اعدنا لانه بدا متخلفا كثيرا  تعمل كل وحدات بشكل جيد  يسمح باستخدام كجهاز البث التلفزيوني المباشر الاساسي  سمح الجمع بين والتلفزيون المجاني عبر الهواء  OTA بهواءي داخلي  بقطع الكابل  لقد قمنا بترقيه الانترنت الخاص حيث قدمت ترقيه مجانيه 40 ميجابت في الثانيه  ادي ازاله التخزين المءقت علي البرامج عندما وحدات متعدده قيد الاستخدام  سعداء جدا بجوده الصوره والقنوات  سنوفر الكثير المال بمرور الوقت وتجربه التلفزيون راءعه  نحب برمجه المجانيه  سعيد جدا المنتج   ,1
بصراحه استفدت في البيت لانجاز اوارق اولادي للمدرسه  ,1
يعمل جيدا  ,1
تموت البطاريات اسرع بطاريات تخزين الدولار  استخدم البطاريات علي منتجات مختلفه فرشاه اسنان فاره كمبيوتر فلاش الكاميرا الخ  واستمرت البطاريات في افضل الاحوال النصف مقارنه لن يوصي   ,0
ليس له فاءده  ,0
كل شيء جيد مثل العلامات التجاريه ذات الاسعار الزاءده   ,1
لا يمكن التغلب علي بسعر 50 دولارا  تمكنت تجذيرها في حوالي دقاءق لتثبيت تطبيقات واستخدامها مثل علامه تبويب اشتريت بشكل رءيسي للقراءه لاستخدام ميزه الظل الازرق راءعه  الشكوي الوحيده ان المعالج ينقصه قليلا مقارنه بالهواتف ذات المواصفات نفسها  ,1
المنتج صعب ازالته او فتحه  ,0
جهاز راءع بشكل لا يصدق  لقد قمت بالتسجيل مع موسيقي امازون وانا اعمل علي التشويش دون توقف   ,1
يجعل طريقه هاتفي كبيره لا يمكن وضعها في الجيوب  ,0
خلال استخدام عده ايام راءع  ,1
عملت لمده ساعات ماتوا  للتبذير   ,0
السهل جدا اعداده     لدي صناديق تلفزيون اخري واحد الافضل   ,1
لقد اخذت لمده بضع اجل الهدوء والتهاب المفاصل والقلب  لا اعرف ما كان مفيدا حقا ام لا  لقد قرات بعض الاشياء الايجابيه  الشركه لديها توصيل سريع  ,0
وصل في الوقت المناسب معبا بخيبه امل مع الجوده يفعل المهمه كان فقط للحفاظ علي الغبار الكمبيوتر المحمول مناسب للغايه  ,0
اكثر ممتااااز ينصح به جدا ان شاء الله  ,1
متينه للغايه مع الاطفال وسهله الاستخدام  منتج راءع للسعر   ,1
عندما تحصل علي الجهاز يرجي تحديث البرنامج  قد تضطر تشغيل التحديث عده مرات لقد فعلت مرات  سيبدا العمل بشكل صحيح  لم تكن مستخدما لجدول فان بعضا يختلف قليلا في استخدامه  يبدو راءعا بالنسبه للطفل لاستخدامه والتطبيقات في اللعب الحر تبدو راءعه لابني البالغ العمر  ,1
خامه رديءه  ,0
ممتاز وخامه ممتازه متقن في الصنع  ,1
عموما انا راض عن الكمبيوتر اللوحي  شاشه لطيفه المظهر ومكبرات صوت جيده  الكثير المحتوي للاطفال والكبار  جهاز جميل   ,1
لا يمكن التغلب علي السعر     ,1
اشتريت لاحفادي لعيد الميلاد وهم يحبونه تماما لم يضعوه استلامهم     شكرا علي الشراء الافضل      ,1
الجهاز اللوحي متطفلا للغايه مع الاضافات تقريبا يضطر لاستخدام بطاقه الاءتمان لجعل الاشياء تعمل   ,0
تموت البطاريات بسرعه كبيره  ,0
كان لدي اوقد اصلي اخيرا تخلي عن الشبح بعد عده الخدمه  لقد كنت استخدم جهاز كقارء لكنه ازعج عيني بعد الاستخدام المطول  انا احب قارء مخصص مثل المسافر  اقرب ما يمكن كتاب حقيقي  احب الشاشه الخلفيه القابله للتعديل   ,1
فقط قل وما تريده ان تفعله تفعله  في بعض الاحيان كان هناك بعض الضجيج او كنت لا تتحدث بوضوح فقد تفهمها بشكل خاطء ولكن في معظم الاحيان تقوم بذلك بشكل صحيح  العيب الوحيد لدي في الموسيقي ليست مشكله في المنتج ولكن عندما يتعلق الامر بتشغيل موسيقي بخلاف يجب الاشتراك في موسيقي غير محدوده بسعر معقول ويستحق لكن اتمني جاء معها  غير انني احب ان اطلب اليكسا تشغيل اغنيه معينه تعزفها  راءعه اوصي بها لاي شخص  انظر ميزاتها الراءعه المفيده للغايه وبالتاكيد ان تفعل قاءمه وقاءمه بقاله   ,1
ممتازه بكل لغات العالم  ,1
كل محترفي التصوير الفوتوجرافي وهواه التصوير افضل الكاميرات الاحترافيه وسعري مغري جدا وفرصه لا تعوض  ,1
اشتري لامي وكان ما تحتاجه وبسعر راءع  كنت ارغب في الحصول علي لنفسي ولكن اعتقد ان قد يكون خيارا اقل تكلفه بالنسبه لي   ,1
اشتري لحفيدي لا يحب ان يتباطا     ,0
منتج راءع لقراءه الكتب  الراءع استخدامه في اشعه الشمس الكامله  لدي حريق اوقد اعتقدت ان لن يكون ضروريا اتمني ان اشتريه في وقت اقرب  ان عمر البطاريه الاطول واستخدامه في ضوء الشمس الكامل يجعلها افضل بكثير للقراءه نار النار   ,1
لانجري جميل وجذاب انصح بشراءه  يصلح لجميع المقاسات  شكرا للسرعه في توصيله  شكرا لاطياف القمر ساتعامل معكم مستقبلا  ,1
انصح بشراءه  ,1
قابله للمقارنه مع الاسماء التجاريه      ,1
يعمل بشكل مثالي  سريع وممتع للاستخدام  الموسيقي تبدو راءعه   ,1
جيد جدااا  ,1
وصل بسرعه يبدو ان السعر الراءع عالي الجوده حتي  ,1
سء جدا جدا جدا وحجمه اصغر وسماكه عاليه  ,0
البطاريات جيده جدا لكن العبوه مروعه امر مثير للدهشه لان امازون عاده ما تقوم بعمل راءع مع تغليف خال المتاعب ولكن كل اربعه خفافيش يتم تعبءتها في بلاستيك قوي  كان الافضل وضع الكثير الخفافيش في صندوق بسيط بدون غلاف بلاستيكي فردي  لن تشتري مره اخري مع العبوه   ,0
انا بستعمله زمان قوي وبرتاح معاه وخصوصا قبل السيشوار والمكواه البيبي ليس في البيت    بحس ان شعري بيفرد احسن وكمان لو الشعر جاف او هايش بيناعمه ومش هايش نهاءي   استعملته علي شعري مبلول او جاف بس مبلول افضل   وميزه فيه كمان مش بيعمل ريحه وحشه مع السيشوار او ابخره كتير تطلع منه    بالعكس بيحمي الشعرر نوعا ما الحراره وبيساعد في فرده اسرع  ,1
جميييييله جدا وخاصه بمتابعت الافلام  ,1
يعمل بشكل جيد دون مشاكل وانا سعيد بعمليه الشراء  ,1
لعبه ممتعه  ,1
جيده وتسهل علي في تثبتها بدل حمل تابلت علي يدي طوال الوقت واجهت صعوبه بعض الشي في كيفيه تثبيت تابلت والان لا باس بعد ان استوعبت كيفيه العمل بها وطريقه تثبيتها   ,0
الصدي سهل الاستخدام والكثير المرح  حتي انني اشتريت واحده لوالدي  انهم يحبونه   ,1
لقد حصلت علي عندما كانوا معروضين للبيع في العام واحبه  استخدمه بشكل اساسي لقراءه رساءل البريد الالكتروني وتلقيها مع بعض التصفح  لقد عملت بشكل لا تشوبه شاءبه لهذه التطبيقات   ,1
عرضت شاشه واضحه ولكن واجهت مشكله في حجم لوحه المفاتيح باستخدام قلم ساعد   ,1
لقد صمد الجهاز اللوحي المزود بحافظه واقيه اضافيه افضل الاجهزه اللوحيه الاخري جربتها حتي كما ان ادوات الرقابه الابويه راءعه  يمكنني اضافه تطبيقات تعليميه اريدها   ,1
قطعه راءعه الاجهزه     احبها  جيد حقا في كل مكان     ,1
السهل جدا اعداد وانا احب الشاشه الملونه  راءع لقراءه الكتب او تصفح الانترنت  انت لن تخيب   ,1
رهيب  مجرد تغيير البطاريات علي لوحه المفاتيح اللاسلكيه     امس  ميت بالفعل  ضع مجموعه اخري في اضواء عيد الميلاد منخفضه الطاقه  ميت في حوالي ساعه   لدي مجموعه اخري متطابقه اضواء عيد الميلاد مدعومه ببطاريات لا تزال مستمره بعد عده ايام الجري   للاسف اشترت المجموعه 48  لن ترتكب الخطا مره اخري   ,0
شراءها لوالدي في القانون التجربه الاكثر احباطا  غير سهل الاستخدام غير ودود علي الاطلاق  التزم بجهاز لوحي يحمل اسم علامه تجاريه وغيرها    تجنب الجهاز باي ثمن   ,0
منتج راءع جيد جدا في الحقيقه اشتريت منهم  كهدايا ويحبونها   ,1
انا متاكد ان بطاريات جيده لكنها لم تصل ابدا ولا توجد طريقه بالنسبه لي لطلب بديل   ,0
الايجابيات  السلبيات  الجيل الاقدم صدي  افكار اخري  وصلت في الوقت المحدد وكانت جديده في المربع   ,1
جيده عمليه سهله الحمل الربط مع الاجهزه  ,0
اشعر بخيبه امل  في بعض الاحيان يعطي لا يفهم  ,0
انا لا املك اولا  لكن امبير لن يشحن شيء بسرعه كبيره وانا اكتب المراجعه فقط لانهم اعلنوا علي السعر 19 99 اعتبارا الاعلان المخرج لشاحن امبير   ,0
ممتاز لسعره  ,1
اقراص النار اوقد راءعه للسعر  لديهم اداء قوي في عمر البطاريه وقوه المعالجه  الجانب السلبي الوحيد ان نظام التشغيل اختلاف مختلف في قد يكون هناك بعض عدم التوافق   ,1
لقد حصلت علي البطاريات فقط لبضعه ايام      تبدو راءعه تعمل  السعر راءع مقارنه بمتجر الدولار  تغير رايي ساقوم بتحديث  ,1
عظيم   ,1
ممتازه في شد منطقه البطن الصدر الجانبين  مريح جدا درجه انك لاتحس بشده  ,1
استخدم المتحدث لتشغيل محطات لاعطاء تحديثات الطقس والاخبار  اتمني ان استطيع الوصول التقويم الخاص علي  ,1
 ,1
تلقي كهديه  لا استخدمه كثيرا لكن العاءله تحبه   ,0
ان طريقه راءعه لقراءه ومشاهده مقاطع الفيديو بسهوله   ,1
لا اعرف انني اشتريت هديه لابن اخي سنري   ,0
شهرين اشتغل وخرب  ,0
حصلت علي الجهاز اللوحي كهديه عيد الميلاد لزوجتي  لقد استمتعت حقا باستخدامه  احصل علي دغدغه في لعب الالعاب عليها  ان تتذكر تبلغ العمر 65 عاما       ,1
لا يثبت جيدا في الموبايل  ,0
جهاز جميل وحجمه راءع ولكن مرفقاته وخاصه السماعه ليست لشركه لينوفو حيث رايت فديو يوتيوب به المرفقات ولاحظت السماعه عليها اسم المنتج وتفاجات ان السماعه اللتي جاءت مع المنتج سيءه ورديءه الصنع فاارجو الوكيل ملاحظه الشيء وشكرا  ,1
يسهل حمل كيندل عند السفر علي الرحلات الطويله   ,1
اردت السفر بدون حاسوبي المحمول  وجدت النار لتكون مثاليه  استخدمها بشكل اساسي لفحص البريد الالكتروني ومتابعه منشورات الاصدقاء علي العثور علي حجم الشاشه لتكون سهله القراءه  كتابه طفل غير مريح حتي يكون لدي بعض الخبره في استخدامه  لم تستخدم بعد القارء   ,1
لقد تخلصت الكبل وكنت احاول الاختيار بين قررت في صندوق الاطفاء وسعدت بذلك  يعمل مع منتجات امازون الاخري   ,1
سعر ممتاز بجوده عاليه  ,1
لا تدوم طالما النحاس اعلي   ,0
تعمل بالاضافه اصدار اسم العلامه التجاريه   ,1
ليست خطوه طويله الامد علي دفع المزيد والحصول علي المزيد  ,0
احضر سانتا لعمر تقريبا في عيد الميلاد  كان الافضل ان تحضر سانتا تفاحه لكن تكلفه الفرد مجنونه للغايه بحيث لا يمكن انفاقها علي طفل واحد كان بديلا جيدا وتحبه  تستخدمها بشكل اساسي للالعاب ومقاطع فيديو اعتقد ان الرسومات راءعه لشخص في سنها  بدايه راءعه للاطفال  ,0
ايجابيات سلبيات  500020   ,1
رخيص جدا وحجم كبير والسوق موفر كل شيء  ,1
يبدو ان الجهاز اللوحي يعمل بشكل جيد حتي  سهله الاستخدام  صوت جيد   ,1
