_id,negative_review
ObjectId("5e6e1aadfe6ac8a1e668506b"),تتسرب هذه البطاريات. ما هو أكثر ليقول أنهم هم الأسوأ. لا تشتري هذه.
ObjectId("5e6e1ab1fe6ac8a1e668506c"),اشترى هذا في بيع عيد الشكر. إنه جهاز لوحي بسعر خسارة كبير بسعر البيع ولكن لن يشتريه بسعر عادي. سيختار طراز HD بدلاً من ذلك من خلال اللعب قليلاً إضافية.
ObjectId("5e6e1ab5fe6ac8a1e668506d"),لقد أحببت أوقد. لكنه استغرق سقوط واحد صغير حوالي 3 أقدام ونصف شاشة LCD مكسورة. لقد خربت عرفت أن أكون حذرا ولكن في أول سقوط على أرضية خشبية ؟؟؟
ObjectId("5e6e1abafe6ac8a1e668506e"),حصلت على هذا لابنتي 8yo. في كثير من الأحيان لا يعمل ، يجب أن أعيد تشغيله كثيرًا ، ولديه 3 تطبيقات فقط أضفتها عليه. لقد جاء مع الكثير من التطبيقات المحملة مسبقًا ، والشيء الأكثر إزعاجًا هو أن الملف الشخصي للأطفال أفقي بشكل دائم. لا تستحق المال حقًا بالنسبة لي ، لكنها على الأقل تلعب لعبة الفقاعات Inside Out على جهازها اللوحي بدلاً من جهاز iPad.
ObjectId("5e6e1abefe6ac8a1e668506f"),وصل في الوقت المناسب معبأ بخيبة أمل مع الجودة يفعل المهمة كان فقط للحفاظ على الغبار من الكمبيوتر المحمول الثاني ، وهو مناسب للغاية
ObjectId("5e6e1ac3fe6ac8a1e6685070"),بطاريات AAA رخيصة. حقا لا يتوقع الكثير ، أتمنى فقط أن تستمر طالما البطاريات بأسعار مماثلة. أستخدمها للضوء الذي أرتديه على رأسي في العمل. تستمر AAA المعتادة لمدة 6-8 ساعات من الاستخدام المستمر ، وتستمر هذه حوالي 3-4.
ObjectId("5e6e1ac6fe6ac8a1e6685071"),وقت صعب في تحميل التطبيقات المجانية وإيقاف تشغيل التطبيق الصوتي عندما تم تشغيله عن طريق الخطأ.
ObjectId("5e6e1acafe6ac8a1e6685072"),سهل الاستخدام. ما زلت ألعب معها. شرائه لابني.
ObjectId("5e6e1ad3fe6ac8a1e6685073"),الايجابيات: CheapFunctions بشكل جيد في العادة بسرعة رائعة: إشارة Wifi ليست قوية مثل الأجهزة اللوحية الأكثر تكلفة. إذا كنت تبحث عن منتج عالي الجودة بسعر سلة مساومة ، فهذا ليس ذلك.
ObjectId("5e6e1ad7fe6ac8a1e6685074"),كنت أبحث عن جهاز لوحي رخيص لابني لاستخدامه رأى هذه الوحدة للبيع في يوم الجمعة السوداء وحدة جيدة.
ObjectId("5e6e1adbfe6ac8a1e6685075"),هذه البطاريات هي القمامة المطلقة. سعة قليلة جدًا.
ObjectId("5e6e1adefe6ac8a1e6685076"),غير المرغوب فيه ... وفر أموالك ... والبطاريات عديمة الفائدة تمامًا التي تستمر ساعات إذا كان ذلك.
ObjectId("5e6e1ae3fe6ac8a1e6685077"),اشتريت هذا ليحل محل أضرم أقدم انكسر. لديها المزيد من الميزات ، مثل الكاميرا الأمامية / الخلفية وشاشة دقة أفضل. أشعر أنه لا يعمل على الرغم من ذلك. لا تستجيب الشاشة دائمًا. يتجمد الإنترنت كثيرًا. تبدو الألوان باهتة قليلاً. وبشكل عام ، لا تزال قطعة لائقة للسعر.
ObjectId("5e6e1ae8fe6ac8a1e6685078"),الجميع يعرف "نار أضرم". عندما تم طرحها للبيع ، التقطت القليل منها لاستخدامها كأكشاك لمنطقة التجارة التفضيلية الخاصة بنا. لم أكن أعلم أن الحرائق تعمل بنظام تشغيل "خاص" ، وليس بنظام Android قياسي. لم يكن التطبيقان اللذان احتاجت إليهما متاحين في متجر كيندل. بعد الكثير من البحث ، وجدت عملاً حولها لكنه كان محبطًا للغاية.
ObjectId("5e6e1aecfe6ac8a1e6685079"),مفيد جدا لشخص معاق. يوفر الكثير من الخطوات ويتجاوب ومتعة في الاستخدام.
ObjectId("5e6e1aeffe6ac8a1e668507a"),لا يبدو أن هذه البطاريات تستمر طالما أن بطاريات Eveready.
ObjectId("5e6e1af3fe6ac8a1e668507b"),هذه البطاريات لها عمر قصير مقارنة بالبطاريات القلوية الأخرى التي نستخدمها. إنها بالتأكيد بطاريات أساسية. لن أطلب هذه مرة أخرى.
ObjectId("5e6e1af7fe6ac8a1e668507c"),بدا هذا سهلاً ، ولكن من الصعب إعداده إذا لم تكن هناك تجربة مع منتجات Apple الأخرى
ObjectId("5e6e1afdfe6ac8a1e668507d"),مثل DOS ، تحتاج إلى حفظ الأمر الخاص بك والتحدث به ، وإلا فقد لا يفهم الأمر الخاص بك. مساعد Google أكثر ذكاءً. أيضًا لا يمكنك استخدام حساب Spotify المجاني ، للعمل حولك ، يجب عليك إضافة الكثير من الموسيقى المجانية إلى موسيقى أمازون في حساب موسيقى أمازون الخاص بك قبل أن تتمكن من سماع أي موسيقى. يعد Google home أكثر ملاءمة لهذه الحالة ، حيث يمكنك البدء في الاستماع إلى أي قناة موسيقية من خلال حسابك المجاني من Spotify. إذا كنت قد دفعت حسابًا لـ Spotify ، فلا يختلف كثيرًا هنا. ولكن لإجراء البحث قد تشعر بخيبة أمل مع هذا Tap ، فإن Google Home أكثر ذكاءً. صوت هذا الصنبور جيد جدًا حقًا ، لكني أعيده لأنه لا يمكنه التنبيه بالموسيقى ، كما أنه لا يمكنه استخدام Spotify مجانًا ، كما أن بحثه ليس ذكيًا بما فيه الكفاية ، لذلك تحولت إلى Google Home.
ObjectId("5e6e1b01fe6ac8a1e668507e"),تم إيقاف تشغيل هذا الجهاز اللوحي ولم يتم تشغيله مرة أخرى بعد أسبوع من شرائه. كان علي أن أعيدها وكانوا خارج المخزون للتبادل. مزعج.
ObjectId("5e6e1b06fe6ac8a1e668507f"),لقد اشتعلت 2 لأطفالي ، واكتشفت أنه مع الغلاف سنة واحدة من الوقت الحر الذي يتضمن جميع مقاطع الفيديو والتطبيقات والألعاب ، فمن المنطقي. لقد صنعت هذا كهدية لطفل في الخارج ، وكل المحتوى لا يتم تشغيله ، عندما اتصلت بالأمازون ، قالوا إنه ليس للخارج ، على الرغم من أنني طلبت في Best Buy قبل شرائه وأكدوا لي أنه يعمل في كل مكان. إنه مبالغ فيه تمامًا لجهاز لوحي لا يلعب أي شيء! يجب أن تعرف Best Buy وتجعل العملاء يعرفون بشكل خاص عندما تسأل على وجه التحديد!
ObjectId("5e6e1b0bfe6ac8a1e6685080"),اشترى هذه لرعاية أخواتي اليوم. قالت إن نصفهم لا يعمل على الإطلاق ، وقد ماتوا عندما تم تلقيهم
ObjectId("5e6e1b0ffe6ac8a1e6685081"),قام والدي بالترقية من Kindle Fire الأصلي إلى هذا النموذج ، وهو سعيد جدًا به. لا يتنافس مع المزيد من الأجهزة اللوحية السائدة ، لكنه يحب نظام Kindle لتنزيل كتب المكتبة.
ObjectId("5e6e1b13fe6ac8a1e6685082"),أعطى كهدية عيد الميلاد. علمت مؤخرا أنها توقفت عن العمل في غضون أسبوعين.
ObjectId("5e6e1b17fe6ac8a1e6685083"),أنا متأكد من أن اليكسا تفعل أشياء كثيرة لكنها حتى الآن لم تصل إلى كامل إمكاناتها! يحتاج المستخدم لتعلم كيفية تنفيذ مهاراتها!
ObjectId("5e6e1b1afe6ac8a1e6685084"),صعب الاستخدام ، الكثير من الإعلانات ، ويغلق التطبيقات بشكل عشوائي
ObjectId("5e6e1b1ffe6ac8a1e6685085"),فشلت شاشة Kindle الأولى وكان عليها إعادة التشغيل في كثير من الأحيان. خدمة العملاء لا يمكن إصلاحها. تم استبداله. إعادة تشغيل الشاشة الثانية في كثير من الأحيان. عرضت خدمة العملاء استبدال. فقط تريد واحد يعمل. لا يمكن الحصول على استبدال الترقية
ObjectId("5e6e1b23fe6ac8a1e6685086"),اشتريت هذا البند لابنتي البالغة من العمر 7 سنوات. نحبها ولكن لا يمكننا الحصول على صور التطبيقات لعرضها
ObjectId("5e6e1b26fe6ac8a1e6685087"),جهاز لوحي جيد على الرغم من أن توفر التطبيقات من خلال متجر التطبيقات الخاص بهم محدود.
ObjectId("5e6e1b2bfe6ac8a1e6685088"),مظهر جميل للغاية في الصورة ومن مسافة بعيدة ولكن الساعة نفسها مصنوعة بثمن بخس .... توقفت آلية الساعة الفعلية عن العمل مرتين ولا تعمل على الإطلاق الآن.
ObjectId("5e6e1b2efe6ac8a1e6685089"),كان الجهاز اللوحي على ما يرام عندما يعمل. يبدو أنه يجب دائمًا إعادة تعيين شبكة Wi-Fi في المنزل لهذا العنصر. كل شيء يعمل بشكل جيد.
ObjectId("5e6e1b33fe6ac8a1e668508a"),لست متأكدًا مما إذا كانت هذه هي نفس بطاريات Amazon Basics التي اشتريتها آخر مرة ، فإن التسمية مختلفة. والأهم من ذلك ، يبدو أنها تنفجر بشكل أسرع أو تمتلك طاقة أقل. عادة ما أقوم بشراء صندوق العد 48 ، ومن الواضح بالنسبة لي بالفعل أن هذا المربع سيستمر ربما نصف الوقت الذي فعله المربع الأخير.
ObjectId("5e6e1b37fe6ac8a1e668508b"),اعتقدت أن شراء الأطفال لطفلي قبل الميلاد وضع الأطفال ولكنه كان ضعيفًا جدًا
ObjectId("5e6e1b3afe6ac8a1e668508c"),لست متأكدًا من السبب ، لكنها استمرت في التجميد وانتهى بها الأمر إلى إعادتها. مخيبة للآمال جدا
ObjectId("5e6e1b3efe6ac8a1e668508d"),ليست حياة طويلة على الإطلاق. اشتريت بطاريات AA بنفس الترتيب وتعمل بشكل جيد.
ObjectId("5e6e1b42fe6ac8a1e668508e"),جهاز لوحي جيد ولكنه لا يتضمن google play كما قيل لي من قبل زميل في متجرك
ObjectId("5e6e1b46fe6ac8a1e668508f"),للحصول على سعر قرص لائق. لا تريد تنزيل بعض التطبيقات.
ObjectId("5e6e1b4afe6ac8a1e6685090"),اشترى في ليلة عيد الشكر فتحت pkg للتو وسحقت الشاشة. لم أتمكن من استعادته ولكن قيل لي عندما اتصلت أنه قد لا يكون لديهم أي مخزون.
ObjectId("5e6e1b4efe6ac8a1e6685091"),اشترت زوجتي واحدة في Best Buy. اضطررت للعودة والحصول على 40 دولارًا لها عندما ارتفع السعر من 179 دولارًا إلى 139 دولارًا. قررت أن أحصل عليها - ولكن نفد المخزون. أمرت من خلال أمازون --- لكنها ما زالت لم تحصل هنا.
ObjectId("5e6e1b52fe6ac8a1e6685092"),يعمل بشكل جيد عندما أستخدمه كل يوم. ومع ذلك ، لا يتم تشغيله عندما لا أستخدمه لبضعة أيام. أخرج رمز الطاقة الخاص به ثم يعمل مرة أخرى. لست متأكدًا مما إذا كان من الأفضل أن أطلب استبداله.
ObjectId("5e6e1b56fe6ac8a1e6685093"),لقد كان يقوم بعمل رائع في شحن أوقد ، ولكن الآن يستغرق الأمر كل يوم تقريبًا للشحن.
ObjectId("5e6e1b5afe6ac8a1e6685094"),لا تدوم هذه البطاريات تقريبًا ما دامت العلامات التجارية للأرنب أو النحاس. سأستخدمها ولن أضيع وقتي أو نقودي على هذه مرة أخرى. لقد تم استخدامها في مصباح LED.
ObjectId("5e6e1b5dfe6ac8a1e6685095"),الكاميرا ليست حادة للغاية ، ولا يمكنك تنزيل واحدة أخرى.
ObjectId("5e6e1b62fe6ac8a1e6685096"),لقد أرجعت هذا المنتج بعد أن قررت التوحيد على تقنية بث واحدة. لقد اخترت Roku بسبب السمعة ، وتوصية مندوب مبيعات Best Buy ، وسماعات الرأس المضمنة مع Roku.
ObjectId("5e6e1b65fe6ac8a1e6685097"),أداء ضعيف ، لا يدوم طويلا على الإطلاق.
ObjectId("5e6e1b69fe6ac8a1e6685098"),هذه البطاريات لا تدوم النصف طالما أن RayoVacs أحصل عليها عادة.
ObjectId("5e6e1b6dfe6ac8a1e6685099"),وعموما، هذا هو منتج كبير. يتجمد أحيانًا مع بعض الألعاب ولكن التطبيقات الأخرى تعمل بشكل رائع. اليكسا هي إضافة رائعة.
ObjectId("5e6e1b74fe6ac8a1e668509a"),بسيط للغاية ، يعمل جيدًا لفحص البريد الإلكتروني والتصفح. الأمازون مكثفة جدا. الكثير من الدعاية.
ObjectId("5e6e1b78fe6ac8a1e668509b"),اللمس وتحميل المحتوى سيئان للغاية ، ولا يستجيبان بسرعة وبطيئة جدًا
ObjectId("5e6e1b7cfe6ac8a1e668509c"),اضطررت إلى إرجاع هذا المنتج لأنه لم يكن متوافقًا مع أشياء مثل Facebook و Itunes ... وهو ما أحتاج إليه. عظيم إذا كنت في الكتب وتدفق الأفلام!
ObjectId("5e6e1b80fe6ac8a1e668509d"),اشتريت هذا لحفيدي البالغ من العمر عامين لكن القيود كانت كبيرة جدًا.
ObjectId("5e6e1b84fe6ac8a1e668509e"),عملت الأضواء بشكل جيد ولكن اللاصق لن يلتصق بحوالي 90 من الأضواء الخلفية. العشرة التي فعلت. حاولت ضبط الأضواء وتمزقوا.
ObjectId("5e6e1b88fe6ac8a1e668509f"),أسوأ من الرسومات ، لن تحافظ على اتصال لاسلكي ، بشكل عام غير راض
ObjectId("5e6e1b8efe6ac8a1e66850a0"),أفترض أن أكثر شيء صادق عنها هو باسمهم ... BASIC !! أستخدمها في جهاز قياس ضغط الدم الخاص بي. آخذ BP مرتين يوميًا ولا يستغرق الأمر سوى 10 ثوانٍ. تدوم البطاريات حوالي 6 أسابيع فقط. لقد استخدمتها أيضًا في جهاز التحكم عن بعد لمكيف الهواء الذي قد أستخدمه مرة أو مرتين في اليوم ، فقط لتشغيله أو إيقاف تشغيله. مرة أخرى ، بعد حوالي 5 - 6 أسابيع ، يتوقفون عن العمل. كما أنها تستخدم في جهاز التحكم عن بعد Alexa / Echo الذي يتم استخدامه في كثير من الأحيان ، ومع ذلك ، فإنها تستمر حوالي 3 أشهر فيه. هذا هو المنتج الأول الذي صنعته شركة Amazon والذي اشتريه ولم يتم تصنيفه على أنه 5. لا تشتريه إذا كنت تبحث عن بطارية طويلة الأمد.
ObjectId("5e6e1b92fe6ac8a1e66850a1"),لست متأكدا من الجودة. لم يعد أول كيندل فاير يشحن بشكل صحيح. كان من الأرخص الحصول على واحدة جديدة بدلاً من محاولة إصلاح القديمة. لقد واجه بالفعل مشكلة في شحن هذا بشكل صحيح ؛ ومع ذلك ، أعتقد أن المشكلة قد تكون مع سلك الشحن وليس الجهاز اللوحي نفسه.
ObjectId("5e6e1b96fe6ac8a1e66850a2"),تسربت البطاريات عندما تكون في محطة الشحن.
ObjectId("5e6e1b9afe6ac8a1e66850a3"),اشترينا النار لعمرنا 9 سنوات. السعر مناسب لجهاز مستوى الدخول ولا أقلق كثيرًا بشأن كسره. مع ذلك ، بدأ منفذ الشحن في الفشل بالفعل.
ObjectId("5e6e1b9efe6ac8a1e66850a4"),بصراحة أسوأ جهاز لوحي يملكه على الإطلاق. كان بطيئًا جدًا ولا يمكن الاعتماد عليه
ObjectId("5e6e1ba2fe6ac8a1e66850a5"),لا أعرف أنني اشتريت هدية لابن أخي ، سنرى.
ObjectId("5e6e1ba6fe6ac8a1e66850a6"),لم أفعل ذلك من أجلي حقًا. كونها مستخدم باد ، كانت هذه الوحدة غريبة حقًا. إذا كنت على دراية بمنتجات Amazon Fire ، فستكون رائعة بالنسبة لك.
ObjectId("5e6e1babfe6ac8a1e66850a7"),كنت أبحث عن جهاز لوحي لابنتي الصغيرة. كان هذا للبيع وكان لديه مراجعات جيدة. بعد التشاور مع موظف المبيعات مع بعض الأسئلة ، قررت شراء عنصر. منتج جميل المظهر ، مع ذلك ، مساحة تخزين صغيرة جدًا .... بعد تنزيل بعض التطبيقات ... كان التخزين ممتلئًا وكان مطلوبًا لشراء المزيد! أيضًا ، لا يمكن تشغيل مقاطع الفيديو ما لم يتم توصيلها بشبكة wifi. على عكس مندوب المبيعات قال لي. مخيبة للآمال جدا!!! لن يوصي!
ObjectId("5e6e1baffe6ac8a1e66850a8"),لا أعرف ما إذا كنت قد تلقيت للتو مجموعة سيئة أم لا ، ولكن بعض هذه البطاريات يتم تفريغها جزئيًا. فتحت عبوة من 4 ، وضعتها في جهاز وأعطاني إشارة البطارية منخفضة. قمت بتبديلها مع 4 آخرين من نفس الصندوق وعملوا.
ObjectId("5e6e1bb3fe6ac8a1e66850a9"),أشعر بخيبة أمل لأن هذا ليس أكثر ودية للأطفال الصغار. إنه أوقد داخل حالة إثبات طفل. يجب عليك إعداد أقفال للأطفال ، وما إلى ذلك. شكواي الأكبر هي معظم الألعاب المتاحة التي يجب أن تكون متصلاً بالإنترنت. كنت أرغب في أخذ شيء ما إلى الكنيسة ، في السيارة ، إلخ.
ObjectId("5e6e1bbcfe6ac8a1e66850aa"),تم شراء هذا Kindle على بيع الجمعة السوداء. في ذلك الوقت شعرت أنها كانت سرقة بهذا السعر. كان أول جهاز لوحي اشتريته قبل بضع سنوات هو جهاز Kindle Fire الأصلي ، وفي العام التالي اشتريت جهاز iPad mini والآن لدي جهاز iPad mini 4. كما تعلمون بالفعل ، فإن جهاز iPad لا يحتوي على ذاكرة قابلة للاستكشاف. يمكن أن تمد ذاكرة Kindle هذه إلى 200 غيغابايت ، لذا كانت هذه نقطة بيع جيدة بالنسبة لي. بعد إعداد جهاز Kindle Fire الجديد ، لاحظت أن عرض الصور لم يكن واضحًا مثل جهاز iPad mini الأصلي حتى بدون شاشة شبكية العين ، وكان اللون له لون أصفر مصفر. قد لا يلاحظ البعض ذلك إذا لم يكن لديهم شيء آخر لمقارنته به. أنا مصور محترف لذا لم يكن هذا مناسبًا بالنسبة لي. لم أكن أتوقع الكمال مع الألوان ، لكن لون بشرة الناس بدا مخضرًا كما لو كانوا فولكان. أود أيضًا قراءة أدلة ومجلات التقنية التي يوجد العديد منها بتنسيق PDF. سيقرأ جهاز Kindle هذا التنسيق ولكن لا يزال بإمكان Kindle Fire بعد كل هذه السنوات عرض صورة الغلاف من كتب pdf ، وما إلى ذلك ؛ يعرض شعار مستند pdf بهلوان بدلاً من ذلك. إذا كان لديك مكتبة كبيرة من ملفات PDF ، فيجب عليك قراءة عناوين المستندات بدلاً من الاختيار من خلال رؤية غلاف الكتاب. كان ذلك كافيا بالنسبة لي ، لقد أفسدت سهولة استخدام iPad والشاشة بألوان دقيقة. العودة إلى المتجر لاسترداد فوري ذهب. بشكل عام .. لا تزال صفقة جيدة ولكن إذا كنت معتادًا على جهاز iPad للأسباب التي دفعتني .. فقد تشعر بخيبة أمل.
ObjectId("5e6e1bc0fe6ac8a1e66850ab"),جيد لقراءة الكتب. خفيف ، سهل الاستخدام ولكن ليس كثيرًا للتصفح.
ObjectId("5e6e1bc4fe6ac8a1e66850ac"),لم أكن أهتم بهذا الجهاز اللوحي ، فقد كان تنزيل التطبيقات خارج Amazon أمرًا مربكًا حقًا.
ObjectId("5e6e1bc8fe6ac8a1e66850ad"),لا يشحن أي أسرع من الشاحن العادي.
ObjectId("5e6e1bcbfe6ac8a1e66850ae"),ينفدون من السلطة بسرعة كبيرة.
ObjectId("5e6e1bcffe6ac8a1e66850af"),بخيبة أمل من مقدار الوقت الذي تستغرقه هذه البطاريات.
ObjectId("5e6e1bd7fe6ac8a1e66850b0"),لقد كنت Roku 3 مخلصًا ، ولكن منذ أن حصلت على تلفزيون 4K ، أردت شيئًا يبث 4K. يتمتع Fire TV بالكثير من الصفات الجيدة ، لكن حقيقة أنه يعاد تعيينه بشكل عشوائي أمر محبط بالتأكيد. لدي أعلى سرعة للإنترنت عبر Comcast لذلك لا أفهم سبب قيامه بذلك ، أما أمازون برايم فهو رائع ، لذا ليس سيئًا فقط بحاجة إلى عمل الأخطاء للحصول على تصنيف أعلى مني.
ObjectId("5e6e1bdcfe6ac8a1e66850b1"),لا يوجد شيء مذهل حول هذا العنصر ولكن أيضًا لا يوجد خطأ كبير فيه. العيب الأكبر هو أن هذا موجه للأطفال وليس هناك أي طريقة وجدت فيها إعدادات البحث أو عبر الإنترنت لقفل الشاشة التي تعمل باللمس بحيث يستمر تشغيل الفيديو إذا ضرب الطفل الشاشة. وهذا يعني المساعدة في كثير من الأحيان في العودة إلى الفيلم أو العرض بدلاً من مجرد الاسترخاء مثل ما يمكن لـ iPad فعله مع تنشيط الوصول الموجه.
ObjectId("5e6e1be0fe6ac8a1e66850b2"),مثل هذا ولكن لا يحصل دائمًا على الأوامر الصحيحة. لا يجيب على الأسئلة كما تفعل نسخة Google.
ObjectId("5e6e1be4fe6ac8a1e66850b3"),إنها بطاريات جيدة بالنسبة للسعر ولكن أجد أنني يجب أن أغير البطاريات في ألعاب طفلي أكثر مما فعلت مع دوراسيل. نظرًا للسعر الذي سأظل أشتريه مرة أخرى ، ولكن إذا كان الأمر لا ترغب في استبدال البطاريات طوال الوقت ، فسأختار بطارية مختلفة.
ObjectId("5e6e1be8fe6ac8a1e66850b4"),توفي أول Fire HD8 الذي اشتريناه في غضون أسبوع واحد من الشراء. كان علينا أن نعود ونستبدلها بأخرى جديدة. ليست علامة جيدة حتى الآن.
ObjectId("5e6e1bf1fe6ac8a1e66850b5"),السعر شيء لا يمكنك التغلب عليه ... ولكنه قد يكون مضللاً ، فكل وظيفة وكل تطبيق يتطلب منك شراء شيء ما ، ولا يمكنك فعل الكثير مجانًا. ولكن لا يزال يستحق هذا السعر المنخفض.
ObjectId("5e6e1bf7fe6ac8a1e66850b6"),على مدى السنوات القليلة الماضية ، اشتريت Kindle Fires للعديد من أفراد العائلة. صنعة تلك كيندلز في السحيقة. قبل أسبوعين ، اختصر جهاز Kindle Fire HDX الخاص به. قمت باستبداله بـ Amazon Fire 10.1. لا يحمل هذا الجهاز رسومًا لأكثر من ثلاث ساعات ونصف. قرأت ذلك بشكل صحيح! لقد كنت أستخدمها على أساس يومي ، في كل مرة تحتاج إلى شحن ، تقوم بأداء متكرر. لا توجد طريقة على الإطلاق لشراء أي جهاز تم تصنيعه بواسطة Amazon ، مرة أخرى. أقولها كما هي ، إذا كنت ترغب في أداء جهاز رهيب ، فاختر منتج Amazon. إذا كنت بحاجة إلى جهاز موثوق به ، فراجع الشركات المصنعة الأخرى للخيارات التي تحتاجها.
ObjectId("5e6e1bfbfe6ac8a1e66850b7"),يلعب هذا الجهاز على حقيقة أنه يجب عليك الاشتراك في الأشياء الخاصة بهم أو هذه مجرد اسطوانة فارغة تخبرك بالطقس وهذا كل شيء. وحتى ذلك الحين هناك اشتراك مطلوب لكل شيء. يقوم Google Home على الأقل بتشغيل قوائم الموسيقى العامة وعدد من الإجراءات الرئيسية الأخرى.
ObjectId("5e6e1bfffe6ac8a1e66850b8"),لعبة جميلة ولكنها ليست مفيدة للغاية إلا إذا كنت تتحكم في منزل مليء بالأجهزة والأضواء ، وما إلى ذلك.
ObjectId("5e6e1c03fe6ac8a1e66850b9"),عرض أمازون رائع جدًا ، يمكن أن يساعد في أشياء مثل وصفة الطهي والواجبات المنزلية وأشياء أخرى. لكنه يقتصر على أشياء شريك أمازون فقط. إذا خرجت Google بشيء مماثل ، فقد اخترت ذلك بالتأكيد على العرض. لا يوتيوب.
ObjectId("5e6e1c08fe6ac8a1e66850ba"),لقد اشتريت صندوقًا يحتوي على 48 بطارية AA وكانت أول 2 حاولت استخدامها ميتة بينما تعمل الأخرى في عبوة 4 نفطة بشكل جيد ، ولكن معدل الفشل 50 غير مقبول. سوف أقوم بتحديث كيفية عمل باقي الصندوق بينما أحاول استخدامه. سأشتري اسم ماركة في المرة القادمة.
ObjectId("5e6e1c0cfe6ac8a1e66850bb"),لا تستحق الشراء ، هذه مجرد درجة طفيفة فوق البطاريات الصينية الرخيصة. ستقوم باستبدالها x2 أو x3 مرات بنفس عدد البطاريات. لذا خذ سعر أعلى خط البطاريات وقسمه على 2 ثم قارن السعر مع هذه البطاريات. ليس سيئا بالنسبة للسعر ولكن لا يستحق الازعاج.
ObjectId("5e6e1c11fe6ac8a1e66850bc"),ابتعد عن تلفزيون Amazon Fire المجدد والمعتمد. تلقيت اثنين من أجهزة التلفاز المعيبة المعتمدة. أول شاشة تبدو نصف تالفة ، انظر الصور. لن يتم تشغيل التلفاز الثاني المعتمد الذي تم تجديده من أمازون ، فقد تم تعليقه في حلقة لا نهائية حيث لن أرى سوى شعار أمازون لمدة 10 ثوانٍ ثم يتم تشغيله مرة أخرى. معالجة ومراقبة جودة المنتجات التي تم تجديدها والتي يسمحون بإدخالها إلى المستهلك. تحديث 11/28/16: لقد اشتريت Fire TV جديدًا أثناء بيع BF ولم يكن لدي أي مشاكل حتى الآن :).
ObjectId("5e6e1c15fe6ac8a1e66850bd"),صوت رائع للموسيقى. استخدمه لتذكير كل يوم. نوع من قائمة المهام. عندما أحتاج إلى وقت أو درجة حرارة اسأل أليكسا
ObjectId("5e6e1c19fe6ac8a1e66850be"),يموتون بسرعة كبيرة في عناصر معينة. لكن السعر اللائق. تغليف لطيف بالرغم من ذلك. ربما أشتري مرة أخرى لمجرد استخدام عناصر أصغر.
ObjectId("5e6e1c1dfe6ac8a1e66850bf"),تعذر تنزيل التطبيقات التي احتاجتها للتحكم في أجهزة التلفزيون
ObjectId("5e6e1c21fe6ac8a1e66850c0"),اشتريت بطاريات AA لأجهزة كشف الدخان من Nest. استمرت البطاريات التي جاءت مع Nest لبضع سنوات ، لذلك توقعت أداءًا مشابهًا من Amazon AA's. في أقل من شهرين بعد شرائي ، أشار العش إلى أنه يجب استبدالها مرة أخرى. هذا المنتج ليس وفقًا لمعايير أمازون المتوقعة. سأعطيه تفويتها.
ObjectId("5e6e1c25fe6ac8a1e66850c1"),عليك أن تدفع مقابل كل شيء - أي شيء تريد القيام به - أنت لا تدفع ثمن الفاتورة والوقت والمزاح. أنت مدين بأموالك إلى أمازون. لعبة فريدة للأغنياء. يا لها من صفقة ؟؟؟؟؟؟؟
ObjectId("5e6e1c2afe6ac8a1e66850c2"),اشتريت هذا كهدية عيد الميلاد لزوجتي وبدأت الأمور بشكل جيد ولكن في الآونة الأخيرة كانت زوجتي تواجه مشاكل معها. لم يكن يعمل كما ينبغي وكان فقط أكثر من شهرين بقليل منذ أن كان لديها. سأحاول إعادة ضبط القرص الصلب عليه ومعرفة ما إذا كان ذلك يساعد.
ObjectId("5e6e1c2efe6ac8a1e66850c3"),مربع تدفق جيد لـ 4K مع Netflix و Amazon Prime. لديه مشكلة في الصوت غير متوازن أو يخفض بشكل عشوائي أو يسير بصوت عالٍ حقًا.
ObjectId("5e6e1c31fe6ac8a1e66850c4"),تنفجر في الأسبوع.
ObjectId("5e6e1c35fe6ac8a1e66850c5"),لا أجد هذا سهل الاستخدام مثل جهاز Kindle Fire الأصلي الخاص بي ولكني أحب الكاميرا بشكل أفضل كثيرًا ، على الرغم من عدم وضوح وحدات البكسل
ObjectId("5e6e1c39fe6ac8a1e66850c6"),إنه أمر سخيف أن لا يتم توفير هذه مع شراء Kindle. باهظ الثمن.
ObjectId("5e6e1c3dfe6ac8a1e66850c7"),أصبح Grandson متنياً مع ما يقدمه. المكونات يلبس بسرعة
ObjectId("5e6e1c41fe6ac8a1e66850c8"),هم بالتأكيد لبسوا بسرعة! نذهب عادة إلى حوالي اثنتي عشرة بطارية AAA في السنة. نحن نستخدمها أكثر لأجهزة التحكم عن بعد والفأرة اللاسلكية. لكننا نستبدلها كل شهر. لقد انبهرت من مدى سرعة ارتدائهم! لديّ مدقق للبطارية ، وبمجرد أن يصلوا إلى اللون الأصفر ، تم الانتهاء منهم. ارخص البطاريات ولكنني لا أوصي ولن أشتري مرة أخرى.
ObjectId("5e6e1c45fe6ac8a1e66850c9"),اشتريتها بمبلغ 34 دولارًا أثناء تقديم الشكر. هذا منتج متوسط. أود أن أقترح الذهاب إلى Fire HD.
