_id,negative_review
ObjectId("5e6e32b8fe6ac8a1e6685554"),عندما حصلت على الجهاز اللوحي لأول مرة ، تضررت الشاشة ، بشكل عام ، هو جهاز لوحي لائق. نوعا ما بطيء ، في نهاية اليوم كل ما علي أن أقوله هو فقط كدمات تبقى.
ObjectId("5e6e32befe6ac8a1e6685555"),إنها جيدة ولكن ليست جيدة مثل البطاريات الأخرى. يموتون بسرعة أكبر بكثير من الماركات الأخرى. على سبيل المثال ، لقد قمت بتغيير البطارية على الماوس الخاص بي ثلاث مرات أربع في بضعة أشهر فقط بالفعل من قبل بطاريات Durecell السابقة التي قمت بتغييرها ربما مرة واحدة في السنة. العديد من الأشياء الأخرى مثل لوحة مفاتيح Apple اللاسلكية ، وأجهزة التحكم عن بعد ، وما إلى ذلك ، ونتائج مماثلة ، على سبيل المثال ، تآكل البطاريات في الثلث أو الرابع من وقت Durecell. لن أشتريهم مرة أخرى. الخصم لا يستحق ذلك. كانت نتيجة الشراء سلبية صافية.
ObjectId("5e6e32c2fe6ac8a1e6685556"),احتفظت بمخزون من هذه البطاريات لمدة عام تقريبًا (في درج في غرفة المعيشة الخاصة بي) واستخدمتها في معطر الهواء الخاص بي دون أي مشاكل. ومع ذلك ، عندما استخدمتها مع لعبة Pawbo (إنها لعبة قط بعيدة) ، فهي لا تدوم طويلاً فحسب ، بل ذهبت فقط لاستبدال البطاريات ورأيت أنها تتسرب بعد يوم واحد فقط!
ObjectId("5e6e32cafe6ac8a1e6685557"),يبدو أن التفريغ بسرعة
ObjectId("5e6e32cefe6ac8a1e6685558"),إنها نسخة رخيصة للسماح لزوجتي بقراءة الكتب وما إلى ذلك. لا يدعي أنه شيء يشبه جهاز iPad ولكنه يفعل بالضبط ما يجب أن يفعله لنقطة السعر التي تم تعيينها عليها.
ObjectId("5e6e32d6fe6ac8a1e6685559"),يمكن أن يكون البرنامج غير مكتمل للتنقل. بعض التطبيقات غير متاحة في الوقت الحالي لأجهزة Amazon Fire tv ، ولكن حفظ النعمة هو اشتراكي في Playstation Vue
ObjectId("5e6e32dffe6ac8a1e668555a"),اشترينا هذا كبديل لجهاز iPad المكسور الآن. على الرغم من أننا أحببنا الحجم الأصغر (أكثر ملاءمة ، أسهل للحمل ، وما إلى ذلك) ، إلا أن الإنترنت كان بطيئًا للغاية حتى أنه دفعنا إلى الجنون. أحيانًا دقائق لتنزيل موقع (وهذا بدون فتح تطبيقات أخرى! 1). خطط للعودة إلى جهاز iPad آخر.
ObjectId("5e6e32e2fe6ac8a1e668555b"),أفتقد الأرنب مع الطبل.
ObjectId("5e6e32e7fe6ac8a1e668555c"),ليس هناك حاجة كبيرة لهذا الشيء ، سعر جيد ، ولكن يجعل المرء يتساءل عما إذا كانوا معروضين للبيع لأنهم في الحقيقة لا يفعلون الكثير وسيقدم هدية جيدة لصغار بدأ للتو باستخدام جهاز لوحي. لا أعجب على الإطلاق.
ObjectId("5e6e32effe6ac8a1e668555d"),اشتريت هذا الجهاز اللوحي لابني. استخدمها للألعاب بشكل رئيسي. على الرغم من أنه يرغب في قراءة كتبه عليه ولكنه يفضل الكتاب الفعلي مقابل الكتب الرقمية. يعمل بألوان رائعة وسريعة ونابضة بالحياة. ألعب معها في بعض الأحيان. تناسبها في يدي في الليل وهي أكبر من هاتفي ولكنها ليست باهظة الثمن مثل الأجهزة اللوحية الأخرى. الكل في الكل كان يستحق المال.
ObjectId("5e6e32f8fe6ac8a1e668555e"),يقيد استخدام بعض صفحات الويب - بما في ذلك بارنز والنبلاء حيث لدي مكتبة - لا فائدة من قراءة الكتب في مكتبة بارنز
ObjectId("5e6e32fbfe6ac8a1e668555f"),أرسل لي بطاريات ميتة قديمة
ObjectId("5e6e32fffe6ac8a1e6685560"),لا تدوم!
ObjectId("5e6e3302fe6ac8a1e6685561"),كاميرا لوحية جيدة جدًا ليست دقة سيئة جيدة جدًا
ObjectId("5e6e330afe6ac8a1e6685562"),مجرد خيار أليكسا متوسط. تظهر بعض الأشياء على الشاشة ولكنها لا تزال محدودة.
ObjectId("5e6e330efe6ac8a1e6685563"),ليس من العدل بالنسبة لي تقييم هذا المنتج لأنني لم أخرجه من الصندوق لإعداده.
ObjectId("5e6e3311fe6ac8a1e6685564"),استخدمه كثيرًا للاستماع إلى الكتب الصوتية. إعلانات كثيرة جدًا.
ObjectId("5e6e3315fe6ac8a1e6685565"),تتحرك ببطء شديد ولكن لا بأس بالسعر الذي دفعته لذلك.
ObjectId("5e6e3324fe6ac8a1e6685566"),لا تدعم جوجل .. لم يستطع ابني مشاهدة درجته.
ObjectId("5e6e332afe6ac8a1e6685567"),الحرير بطيء بشكل مؤلم ولا يعمل على العديد من المواقع. كان عليك تثبيت Mozilla لاستخدام bestbuy.com بسخرية. لا يمكنني تقديم الطلبات باستخدام Silk (متصفح Fire الافتراضي). إذا كنت تستخدم Silk ، فتأكد من تعطيل التخزين المؤقت لخوادم Amazons. مع أن التخزين المؤقت على المتصفح يكاد يكون غير قابل للاستخدام ، فإن الإعلانات مزعجة حقًا (لا تظهر إلا عند تشغيلها لأول مرة) ولكني حتى لا ألاحظ ما هي عليه. عادةً ما لا أشتري أبدًا مثل المكياج (أنا شاب) أو غير المرغوب فيه. هذه تجعل الأجهزة اللائقة للأطفال للعب الألعاب أيضًا. هذا ليس جهازًا عالي الجودة مثل جهاز Galaxy Tab ولكن بالنسبة للسعر فهو جيد بما فيه الكفاية لأنك تعلم أنهم سيكسرونه في وقت ما.
ObjectId("5e6e3332fe6ac8a1e6685568"),مرهقة ومعقدة وليست صديقة للأطفال .... ذهبت مع Apple ، مما يشير إلى أنك تفعل ذلك أيضًا.
ObjectId("5e6e334ffe6ac8a1e6685569"),لا تعليمات. إما ورقة أو إلكترونية. كيف أنقل التطبيقات والبيانات من Kindle القديم إلى الجديد 9
ObjectId("5e6e335afe6ac8a1e668556a"),لست متأكدًا مما سيحدث إذا تم إسقاطه ، لا يبدو أنه يغطي الشاشة بشكل مناسب ، يبدو جيدًا حقًا!
ObjectId("5e6e335efe6ac8a1e668556b"),المنتج الذي تم إرجاعه لم يعجبني ولم أستخدمه حقًا
ObjectId("5e6e3362fe6ac8a1e668556c"),تمسك المتحدثون في هذا الشيء. اشتريتها لإعطائها لجدتي لكنها وجدت أنها صعبة للغاية.
ObjectId("5e6e3366fe6ac8a1e668556d"),نفاد الطاقة بسرعة كبيرة ولكنها صفقة
ObjectId("5e6e337cfe6ac8a1e668556e"),أشعر بخيبة أمل لأنه لا يحتوي على وضع عرض مرآة.
ObjectId("5e6e3380fe6ac8a1e668556f"),أردت في الأصل شراء بطاريات ماركة دوراسيل لكني اشتريت هذه بدلاً من ذلك (أغسطس 2016) لأنها كانت أرخص. اضطررت اليوم فقط إلى إزالة مجموعة من هذه الأجهزة من ميزان الحرارة عن بعد ، وقد تسربوا على الرغم من أن التاريخ المطبوع على البطاريات كان في يناير 2025. وكانت مدخراتي على هذه البطاريات الأرخص أقل بكثير من تكلفة مقياس الحرارة التالف الآن.
ObjectId("5e6e3386fe6ac8a1e6685570"),أخبرني مندوب المبيعات أن جهاز Kindle Fire هذا سهل الإعداد. ما عليك سوى اتباع التعليمات. بعد ثلاث ساعات + رحلة العودة إلى المتجر ، حصل أحد أعضاء فرقة Geek Squad على بريدي الإلكتروني للعمل أخيرًا. لم يستطع إخباري لماذا كانت مشكلة. كما أن جودة الكاميرا رديئة للغاية. إذا كنت تستخدمه للتحقق من رسائل البريد الإلكتروني الخاصة بك وتصفح الويب ، فلا بأس. بخلاف ذلك .... حسنًا.
ObjectId("5e6e338dfe6ac8a1e6685571"),القمامة المطلقة ، ولا حتى 1/4 من بطارية الطاقة العادية ، تموت بسرعة ، تم اختبارها ، مقارنة بالشهور ، آسف لا تستحق المال بأي ثمن ، باستثناء ربما مجانية.
ObjectId("5e6e3391fe6ac8a1e6685572"),صنع في الولايات المتحدة سيجعل هذا نجمة 5
ObjectId("5e6e339afe6ac8a1e6685573"),حاولت إعداده لأكثر من ساعة ولن يتصل بشبكة wifi الخاصة بي. لم يدوم الخاتم البرتقالي أكثر من 30 ثانية لإعطائه فرصة. لقد جلست مع حلقة الموت مهما كنت سريعًا. قم بتشغيل جهاز التوجيه الخاص بي وإعادته حتى. تم توصيل أجهزتي الأخرى بشكل جيد قبل وبعد. محبط للغاية وبغض النظر عن مدى صعوبة ذلك ، لم يفلح ذلك ، لذا فقد استرجعته واستردته. بخيبة أمل تماما!
ObjectId("5e6e339efe6ac8a1e6685574"),ما زلت ألعب بها ، واكتشف ما يمكنني وما لا يمكنني فعله. أنا أحب اللون اليوسفي الذي حصلت عليه. شيء واحد مؤكد ، بعض التطبيقات التي أمتلكها على هاتفي مثل redbox و instagram ليست في متجر تطبيقات amazon ، لذا لا يمكنني وضعها على الجهاز اللوحي. اتمنى لو استطيع.
ObjectId("5e6e33a2fe6ac8a1e6685575"),منتج رائع. اشتريتها لأنني أسافر كثيرًا الآن
ObjectId("5e6e33a5fe6ac8a1e6685576"),الكثير من البطاريات كانت ميتة أو ضعيفة للغاية
ObjectId("5e6e33abfe6ac8a1e6685577"),كانت لدي تجربة جيدة مع بطاريات Amazon D لدرجة أنني طلبت بعض بطاريات 2A. بدت بطاريات 2A أضعف بكثير من العلبة. عندما غيرت زوجًا في ساعتي اليوم ، كانا قد تسربا وكانا عالقين معًا. مما يجعل من الصعب إزالتها. نظرت إلى عبوة العلب الجديدة ولاحظت أنها صنعت في إندونيسيا. بعد قراءة المراجعات ، يبدو أنه قد يكون الأمر محظوظًا سواء حصلت على بطاريات جيدة جدًا للسعر أو بطاريات سيئة حقًا بأي سعر. أحب أن ألعب لعبة ورق لذا ربما أطلب مرة أخرى لأرى كم كنت محظوظًا.
ObjectId("5e6e33affe6ac8a1e6685578"),يبدو أنها تبلى بسرعة كبيرة
ObjectId("5e6e33b2fe6ac8a1e6685579"),لا بأس ولكن لست متأكدًا من أنه يستحق فرصة لسوء التنظيم
ObjectId("5e6e33b6fe6ac8a1e668557a"),لا بأس بالنسبة للأطفال كما أعتقد أو إذا كنت في قراءة الكتب
ObjectId("5e6e33bafe6ac8a1e668557b"),قيمة جيدة للسعر ، على الرغم من بطء تحميل بعض التطبيقات.
ObjectId("5e6e33bdfe6ac8a1e668557c"),إنها بطاريات تصبح حقيقية
ObjectId("5e6e33c1fe6ac8a1e668557d"),لا بأس في ذلك تمامًا لطفلنا الذي يعجبني أننا نستطيع وضع الكثير من الكتل الأبوية
ObjectId("5e6e33c5fe6ac8a1e668557e"),لدي جهاز iPad ولكني اعتقدت أنني سأشتري هذه الجمعة السوداء لألعب مع برنامج لأعطيه لأمي للاستمتاع.
ObjectId("5e6e33c9fe6ac8a1e668557f"),بمجرد أن أتعلم كيفية استخدام جميع التطبيقات ، فأنا متأكد من أنني سأستمتع بها أكثر ولكن لدي مشكلة في التمرير
ObjectId("5e6e33d1fe6ac8a1e6685580"),كانت هذه البطاريات رهيبة. ماتوا مع استخدام يومين. اكتشفت أنهما كانتا علامة تجارية لشركة أمازون ستكون جيدة لكني كنت مخطئًا. آسف لا أوصي بها لأي شخص.
ObjectId("5e6e33dbfe6ac8a1e6685581"),قرص جيد ولكن ليس سلسًا مثل الأقراص المتطورة. يقتصر على أمازون ، لذلك لا تتوقع أن تفعل الكثير مثل Android أو iPad. أنا أحب الألغام وسيستمر في استخدامه. أوصي باستخدام واحد إذا استطعت قبل الشراء.
ObjectId("5e6e33dffe6ac8a1e6685582"),حصلت على هذا كهدية لصديق. كان لديها مشكلة صغيرة في محاولة الإعداد في البداية ولكنها بدأت في النهاية
ObjectId("5e6e33e3fe6ac8a1e6685583"),لا يبدو أنها تعمل بشكل جيد للغاية - - تدوم يومًا أو نحو ذلك في جهاز التحكم عن بُعد
ObjectId("5e6e33ebfe6ac8a1e6685584"),يعجبني المنتج ، لكني لا أحب أن تضطر إلى تنزيل كل تطبيق. أعتقد أنه يجب أن يأتي مع بعض التطبيقات الأساسية على الأقل.
ObjectId("5e6e33f4fe6ac8a1e6685585"),حصلت على هذا الشاحن الأحدث كما أشير إلى أنه أسرع من الشاحن الذي جاء مع جهاز Fire HDX 8.9 اللوحي من الجيل الرابع. حسنًا ، أستخدم حاليًا هذا الشاحن الجديد ، وأتلقى تنبيهات على جهاز لوحي النار أنني متصل بشاحن منخفض الطاقة يتم توصيله مباشرة بمقبس الحائط باستخدام كابل USB صغير 5 قدم اشتريته للتو. هذا ليس صحيحا. هل هو غير مرغوب فيه هو إعلان كاذب هل قرص النار خطأ في إخطاره ما هي الصفقة الأمازون. لقد كنت مستخدمًا مخلصًا ولكن هذا ليس صحيحًا حقًا.
ObjectId("5e6e33fcfe6ac8a1e6685586"),يمكن أن تكون دقة الشاشة أفضل. لقد حصلت على ما دفعت ثمنه. جيد للتصفح.
ObjectId("5e6e3400fe6ac8a1e6685587"),إن جهاز Kindle هو جهاز لوحي رائع للمهام والألعاب الصغيرة أو للأطفال. لم يكن لدي وقت طويل ، لكنني قادر على استخدامه لما اشتريته من أجل الكتب الإلكترونية للمدرسة.
ObjectId("5e6e3403fe6ac8a1e6685588"),أسوأ بطاريات على الإطلاق. أستخدمها في جهاز التحكم عن بُعد ويجب أن أقوم بتغييرها كل أسبوعين. لا تشتري
ObjectId("5e6e3407fe6ac8a1e6685589"),منتج جيد الشيء الوحيد الذي لا يعجبني هو أن جهاز التحكم عن بعد لا يستجيب في بعض الأحيان. الكل في الكل جهاز تبخير جيد.
ObjectId("5e6e340bfe6ac8a1e668558a"),أنا لا أقرأ الكتب. ما زلت أتعلم عنها. أنا حقا لا أستخدمه.
ObjectId("5e6e3410fe6ac8a1e668558b"),كنت أبحث عن جهاز لوحي منخفض السعر للوصول إلى تطبيقات Kindle والمجلات الخاصة بي - على وجه التحديد The Economist. ما لم أدركه هو أن هذه كانت نسخة الإعلان من Kindle ، لذلك لن تكون إزالة الإعلانات عليه بدون رسوم - والأسوأ من ذلك ، هناك بعض القيود حول بعض التطبيقات وكل شيء موجود في متجر Google Play ، لذلك لم تكن تطبيقات مثل The Economist متاحة. Sooooo ... عاد.
ObjectId("5e6e3414fe6ac8a1e668558c"),غير متوافق مع معايير المكونات في جنوب إفريقيا. اشترى هذا دون داع.
ObjectId("5e6e3418fe6ac8a1e668558d"),الجهاز اللوحي جميل لكن مصدر الإنترنت يستغرق وقتًا طويلاً للتحميل ، لذا من الأسهل استخدام جهاز كمبيوتر أو هاتف قياسي لتصفح الويب أو الدخول على Facebook ، إلخ.
ObjectId("5e6e341dfe6ac8a1e668558e"),حصلت على هذا للعمل مع كاميرا Arlo Pro الخاصة بي ، وهو يعمل بشكل جيد. أنا قادر على الحصول على الكاميرا الخاصة بي للدرب والباب الأمامي يأتي في الأمر. أكره أنني لا أستطيع الحصول على تلفزيون Samsung الخاص بي ليأتي بطلب شفهي. أعتقد أنني سأضطر إلى شراء القابس لذلك. كان هذا سهل الإعداد. تحميل التطبيق ، وتوصيله ، فيولا يرشدك خلال الإعداد.
ObjectId("5e6e3421fe6ac8a1e668558f"),يجب أن يكون لدى Amazon خدمة مدفوعة لتشغيل الموسيقى من السحابة ويجب إعداده من تطبيق الهاتف المحمول. ليست محمولة. لا يمكن الاتصال بـ Fire tv. استغرق بعض استخدام لي للحصول على الأوامر الصحيحة لتغيير ترموستات عش بلدي. يجب استخدام التطبيق لتثبيت مهارات الطرف الثالث في التطبيق للتحكم في الأجهزة الذكية.
ObjectId("5e6e3425fe6ac8a1e6685590"),إنه جهاز لوحي جيد ولكن فقط للأطفال الصغار للعب عليه ليس للمراهقين. لا أعتقد أنه يجب أن يكون لديها توقعات عالية ، من التفكير في ذلك.
ObjectId("5e6e342cfe6ac8a1e6685591"),عند الاستخدام الثاني ، تسرب السائل الفضي من البطاريات ، مما أدى إلى تدمير محرك مضخة الثدي تقريبًا.
ObjectId("5e6e3434fe6ac8a1e6685592"),أطفالي يحبون الألعاب واللعب معها. للأطفال الصغار إذا كنت لا تريد إنفاق الكثير من المال
ObjectId("5e6e3438fe6ac8a1e6685593"),أستخدم المئات من AAA سنويًا ، وعلى الرغم من الرسومات الموجودة في الإعلان ، إلا أن هذه الرسوم هي حول الأداء الأسوأ ، مع طول العمر الأقل ، لأي من اشتريتها. لا يزال لديها 100 أخرى من هذه ، ولكن من المرجح أن تذهب من خلال تلك بسرعة.
ObjectId("5e6e343dfe6ac8a1e6685594"),اشترى FireStick بعد أن حصلت ابنته على واحد وأحبته. ذهبت للحصول على ثانية وانفد من المخزون. قيل أن FireTV كان لديه معالج أسرع ويمكنه التعامل مع 4K ... ليس لديه 4K ، وبصراحة لا يستحق المال الإضافي لفرق سرعة المعالج ... وفر المال وشراء FireStick الأرخص
ObjectId("5e6e3441fe6ac8a1e6685595"),أنا أحب أوقد أنها خفيفة وسهلة جدا عمر البطارية جيد.
ObjectId("5e6e3445fe6ac8a1e6685596"),هذا جهاز لوحي يعمل بكامل طاقته بأقل من 1000 دولار. نعم إنه بطيء ، نعم يعمل. بالنسبة لطفلي فلا بأس. إذا كنت تبحث عن شيء سريع ، يمكنك تحسين إنتاجيتك - ستحتاج إلى إنفاق المزيد من المال.
ObjectId("5e6e344bfe6ac8a1e6685597"),يجب أن أقول أن أليكسا كانت خيبة أمل كبيرة. في معظم الأحيان لا تعرف الإجابة على أي شيء وتقول لنا أنها لا تفهم السؤال. اعتقدت أن هذا الشيء كان من المفترض أن يصبح أكثر ذكاءً مع استمراره. كان علينا التسجيل في AMAZON Prime و Unlimited Music فقط للاستماع إلى الموسيقى اللائقة. عندما تعرف أمرًا على سبيل المثال ، مثل قول "Loop Mode" عندما تريدها أن تكرر أغنية ... معظم الوقت تفهم ذلك. ثم هناك الكثير من الأوقات التي تنطلق فيها ببساطة أو حتى تقول أنها لا تفهم السؤال بغض النظر عن عدد المرات التي تقوله فيها. نستخدمها في الغالب للموقت والمنبه ولعب الموسيقى ولستة أسئلة حول Jeopardy في اليوم. حقا بحاجة إلى الكثير من التحسين. أسألها عما يقوله الكلب .. تقول القوس واو. * تنهد * إذا كان بإمكانها أن تكون أساسية فقط في هذا الجواب ، فليس هناك الكثير الذي ستحصل عليه بشكل صحيح. هناك أيضًا الكثير من المهارات العديمة الفائدة المتاحة لها. لقد حصلنا عليها بسعر مخفض ولحسن الحظ ، حصلت أيضًا على نقطة في غرفة النوم بسعر أرخص. نقطة أسوأ في الاستماع إلى الأوامر من صدى.
ObjectId("5e6e344ffe6ac8a1e6685598"),لا أعجب ولكن لا نأسف لذلك. أحب أن يتحكم الوالد كثيرًا - السبب الرئيسي في أنني حصلت عليه.
ObjectId("5e6e3454fe6ac8a1e6685599"),ما زلت لم أحدد بعد أي صفحة من الكتاب أنا موجود. لا تهتم حقًا بما تبقى من الكتاب أو أنه بقي لدي 5 دقائق في فصل. بعد استخدام الزواية لسنوات عديدة هذا أمر مرهق. أخبار جيدة: طريقة أسهل للحصول على كتب المكتبة في هذا الشأن.
ObjectId("5e6e3460fe6ac8a1e668559a"),إنه جهاز لوحي جيد لوالدي للتعلم واستخدام Skype
ObjectId("5e6e3464fe6ac8a1e668559b"),هذه لا بأس بها. تستخدم ل Rayovacs للادخار ، لكن هذه التكاليف تكلف نفسها ويبدو أنها تدوم حوالي 3/4 بنفس تكلفة العلامة التجارية الأخرى. تستخدم في الغالب لأجهزة التحكم Xbox وأجهزة الماوس / لوحة المفاتيح Mac.
ObjectId("5e6e3467fe6ac8a1e668559c"),سعر جيد
ObjectId("5e6e346bfe6ac8a1e668559d"),آمل أن أقوم بإعدادها لابنتي المعاقة قريبًا
ObjectId("5e6e346ffe6ac8a1e668559e"),اشتريت هذا كهدية لجدتي البالغة من العمر 65 عامًا. تحب ذلك. سهل التشغيل. لا توجد مواضيع لا مواضيع
ObjectId("5e6e3473fe6ac8a1e668559f"),يعمل بشكل جيد ولكن الكثير من الإعلانات مع القليل من السيطرة على المحتوى.
ObjectId("5e6e3477fe6ac8a1e66855a0"),نظرًا لأنه يطلق عليه powerfast ، اعتقدت أنه شاحن سريع ولكنه ليس سريعًا على الإطلاق. نجحت ولكن الأمر استغرق حوالي 5 ساعات لشحن جهاز لوحي Kindle Fire HD 8 بوصة فارغ تقريبًا.
ObjectId("5e6e347ffe6ac8a1e66855a1"),كان السعر جيدًا ، لكننا واجهنا بعض المشاكل معهم وهم يعملون في مصباح يدوي. لم يتصلوا بشكل صحيح ، ولم نتمكن من تشغيله. يعمل المصباح مع بطاريات أخرى ، على الرغم من ذلك.
ObjectId("5e6e3482fe6ac8a1e66855a2"),اشترى واحدة أخرى لأن الأول توقف عن العمل. يبدو لتتناسب مع السعر الرخيص. صنع بثمن بخس.
ObjectId("5e6e348afe6ac8a1e66855a3"),يبدو جيدًا مثل دوراسيل لكن لا يمكنه أن يقول حقًا.
ObjectId("5e6e3494fe6ac8a1e66855a4"),مكبرات الصوت تبدو منخفضة حقًا ليس من السهل استخدامها على الإطلاقدفع ثمن كل شيء
ObjectId("5e6e349dfe6ac8a1e66855a5"),اشتريت أربعة أقراص نار وتوقف كل منها عن الشحن فور الشراء. لقد كتبت إلى Best Buy مفصلاً المشكلة مع الأجهزة اللوحية وحقيقة أنني لم يكن لدي تأمين أو الصناديق لإرجاع العنصر. لا يوجد رد. بخيبة أمل لأنني أجريت عمليات شراء كبيرة ومتعددة مع هذه الشركة. لن تجري أي مشتريات أخرى من Best Buy.
ObjectId("5e6e34a0fe6ac8a1e66855a6"),ترست
ObjectId("5e6e34acfe6ac8a1e66855a7"),اشتريت اثنين من هذه الأجهزة اللوحية. كلاهما يحتوي على 4-7 بكسل ميت في جميع أنحاء الشاشة. اقرأ الكثير من المراجعات عبر الإنترنت التي ذكرت نفس المشكلة. الشاشة / الدقة سيئة جدًا ولكن ما الذي يمكن أن تتوقعه مقابل 50 دولارًا.
ObjectId("5e6e34b1fe6ac8a1e66855a8"),قد يموت أيضا عند الوصول. أحرقت بالفعل من خلال مجموعتين من 4 من هذه منذ أن أمرتها قبل أقل من شهرين على قفل لوحة مفاتيح Schlage deadbolt. البطاريات السابقة استمرت أكثر من عام. لن أطلب بطارية أخرى أساسية من أمازون.
ObjectId("5e6e34b4fe6ac8a1e66855a9"),بطيئة جدًا ، تحبها أمي البالغة من العمر 73 عامًا ، أوصي بذلك لكبار السن أو طفل صغير.
ObjectId("5e6e34b8fe6ac8a1e66855aa"),اشتريت هذا الجهاز اللوحي لطفلي لأنه كان لديه واحدًا من قبل. ليس هناك الكثير من التخزين والشرائط بسهولة.
ObjectId("5e6e34bdfe6ac8a1e66855ab"),هذه البطاريات مضطربة! دوراسيل يفوز دائما. اشتريتها للدائرة الإلكترونية لتجاربي ويمكنني أن أرى بوضوح كيف تفشل ضد بطاريات Duracell AAA. أتساءل أيضًا عن المراجعة التي وضعها شخص ما والتي توضح مخططات الأداء. في ظل الظروف القياسية لا يهم ، تحتاج البطاريات إلى أداء الطريقة التي يستخدمها المستهلكون. لكي نكون منصفين ، هذه البطاريات أفضل ولكن لا تظهرها على أنها الأفضل في العالم ، لا توجد طريقة!
ObjectId("5e6e34c2fe6ac8a1e66855ac"),اشتريت هذا على أمل أن أتمكن من استخدامه لقارئ الكتب وغيرها من المهام الخفيفة. شبكة WiFi بطيئة جدًا والجهاز اللوحي بشكل عام بطيء ومعلق بشكل كبير
ObjectId("5e6e34c6fe6ac8a1e66855ad"),جيد للمبتدئين. أردت شيئًا بسيطًا وهذا ما حصلت عليه
ObjectId("5e6e34cafe6ac8a1e66855ae"),وبالنظر إلى أن هذا كان أقل من خمسين دولارًا ، أنا راضٍ عنه.
ObjectId("5e6e34cdfe6ac8a1e66855af"),لا تهتم. حصلت بطاريات AA التي اشتريتها على أجهزة التحكم عن بعد لمدة الثلث طالما كانت بطاريات جاهزة بالفعل.
ObjectId("5e6e34d2fe6ac8a1e66855b0"),بطيء بعض الشيء. ومع ذلك ، جيد حقا بالنسبة للسعر. أيضًا ... لا تستخدم أجهزة Amazon اللوحية متجر تطبيقات Google العادي ... إنها تستخدم متجر تطبيقات Amazon ، وهو ليس واسعًا مثل متجر تطبيقات Google. يمكن أن يكون هذا عيب كبير.
ObjectId("5e6e34d5fe6ac8a1e66855b1"),لن يحدث مطلقا مرة اخري. لا تدوم. خاصة الحياة القصيرة في الطقس البارد.
ObjectId("5e6e34e1fe6ac8a1e66855b2"),يعمل بشكل جيد ، ولكن عرض مزدحم قليلاً ، أفضل Roku
ObjectId("5e6e34e8fe6ac8a1e66855b3"),المتوسط في أحسن الأحوال
ObjectId("5e6e34ecfe6ac8a1e66855b4"),عمر البطارية أسوأ بكثير مقارنة بالعلامات التجارية مثل إنرجايزر ودوراسيل.
ObjectId("5e6e34f0fe6ac8a1e66855b5"),العنصر كان DOA. تواصل مع Amazon IT الذي يحدث هذا كثيرًا. أقف تم طرح الإشباع مباشرة من النافذة. لقد أعدت العنصر إلى BB حيث اشتريت تلفزيون Appel. منتج وأعمال أفضل بكثير ، وهو أكثر مما يمكنني قوله لـ Fire TV. أعطي العنصر نجمة 2 بدلاً من نجمة واحدة لأن شركة Amazons IT كانت سريعة في الرد على الهاتف وتحرّي الخلل وإصلاحه.
ObjectId("5e6e34f9fe6ac8a1e66855b6"),يعمل بشكل جيد كما ينبغي للسعر. إنها قديمة بعض الشيء ... ولكن لتدفق التلفزيون والكتب لا بأس بها
ObjectId("5e6e34fefe6ac8a1e66855b7"),السعر والتعبئة والتغليف على هذه البطاريات رائع ، لكن عمر الاستخدام ليس كذلك. لم يستمر زوجان من هذه الأجهزة ، الطازجة خارج الصندوق ، لمدة 30 يومًا في ماوس Bluetooth الخاص بي. لقد حصلت على نتائج أفضل مع الشحنات ، وهذا يعني شيئًا.
ObjectId("5e6e3502fe6ac8a1e66855b8"),شراء الصدى مع نظام Vivint الخاص بي لأن موظف المبيعات دفع المنتج مشيراً إلى أنه سيعزز قدرات Vivint. ليس كذلك حقًا ... إنها أداة جميلة للموسيقى وتجميع قوائم التسوق وقوائم "المهام" ، ولكن ليس شيئًا نحتاجه حقًا. بالإضافة إلى ذلك ، لا توجد تطبيقات كافية تعمل معها.
ObjectId("5e6e3507fe6ac8a1e66855b9"),لم يكن لدي سوى Amazon Fire Hd8 منذ 6 ديسمبر 2016 وقد توقف بالفعل عن الشحن.
ObjectId("5e6e350efe6ac8a1e66855ba"),قرص جميل للسعر. فقط أتمنى أن يكون لديه بلوتوث.
ObjectId("5e6e3516fe6ac8a1e66855bb"),هذا المنتج ليس مضيعة جيدة للمال أنصح به
ObjectId("5e6e351cfe6ac8a1e66855bc"),هذه البطاريات لا تدوم. قد تكون ذات قيمة جيدة ولكن بالنسبة لي من المهم أن يكون لديك بطارية تدوم لفترة أطول. أو استخدم هذه للمشي لمسافات طويلة وتسلق الصخور والعمل على سيارتي في منتصف الليل إذا كان لدي إطار مسطح. إذا كنت تستخدمها بهذه الطريقة ، فأنت تريد بطارية أفضل كثيرًا مثل اسم العلامات التجارية دوراسيل ، إنرجايزر وما إلى ذلك. إذا كنت تريد شيئًا رخيصًا ، فهذه البطاريات رخيصة بالتأكيد ، لكني اشتريت بطاريات دوراسيل التي يبلغ عددها 60 عدًا مقابل 36. أعتقد أن الأمازون لا يتجاوزون 20. أعتقد أن دوراسيل تستمر أكثر من الثلث لفترة أطول.
ObjectId("5e6e3521fe6ac8a1e66855bd"),اشتريت هذه كهدية لأطفالي البالغين للدردشة المرئية أثناء وجودهم في الكلية. كانت ثاني أفضل ميزة يوتيوب. تبيع أمازون متجر google home و chromecast من أجل الخير!
ObjectId("5e6e3529fe6ac8a1e66855be"),لدي بالفعل واحد أرسله مرة أخرى
ObjectId("5e6e352dfe6ac8a1e66855bf"),استمرت أقل من نصف وقت بطارية Duracell القلوية في نفس الظروف. (شموع LED تعمل باستمرار).
